ros_time_s,Lecturas_Validas
1758472835.705504417,2.000000
1758472835.802915812,1.000000
1758472835.902910709,2.000000
1758472836.004984379,3.000000
1758472836.104519844,2.000000
1758472836.205207825,4.000000
1758472836.305580616,5.000000
1758472836.404020548,4.000000
1758472836.504161119,2.000000
1758472836.604566813,3.000000
1758472836.705050468,2.000000
1758472836.806605339,2.000000
1758472836.905587912,2.000000
1758472837.005852938,2.000000
1758472837.104189873,4.000000
1758472837.206009150,11.000000
1758472837.305791378,16.000000
1758472837.405249834,21.000000
1758472837.506700277,24.000000
1758472837.605052233,20.000000
1758472837.705183506,20.000000
1758472837.806213379,18.000000
1758472837.906154394,22.000000
1758472838.005503178,20.000000
1758472838.104222059,24.000000
1758472838.206341028,25.000000
1758472838.305829048,22.000000
1758472838.403618574,23.000000
1758472838.504183531,23.000000
1758472838.603583813,10.000000
1758472838.702816248,10.000000
1758472838.803796053,6.000000
1758472838.904134035,4.000000
1758472839.006220818,5.000000
1758472839.105135918,6.000000
1758472839.203383923,2.000000
1758472839.304962635,4.000000
1758472839.405740023,3.000000
1758472839.503536463,3.000000
1758472839.604301929,3.000000
1758472839.703440428,3.000000
1758472839.803151131,3.000000
1758472839.903360367,4.000000
1758472840.004189730,4.000000
1758472840.105210543,5.000000
1758472840.204964161,2.000000
1758472840.303923130,3.000000
1758472840.404126406,5.000000
1758472840.502821445,4.000000
1758472840.604842663,3.000000
1758472840.703457355,4.000000
1758472840.803170204,4.000000
1758472840.902775526,3.000000
1758472841.003732443,2.000000
1758472841.104205132,5.000000
1758472841.203774929,4.000000
1758472841.304471016,5.000000
1758472841.402934313,3.000000
1758472841.502799273,4.000000
1758472841.603307724,4.000000
1758472841.703746080,5.000000
1758472841.803182125,1.000000
1758472841.904052734,2.000000
1758472842.001923800,4.000000
1758472842.102719069,4.000000
1758472842.203224659,5.000000
1758472842.303846121,3.000000
1758472842.401966572,3.000000
1758472842.503103495,3.000000
1758472842.603108883,4.000000
1758472842.702629089,5.000000
1758472842.801151752,5.000000
1758472842.901954412,3.000000
1758472843.003258467,3.000000
1758472843.102820396,3.000000
1758472843.202728748,4.000000
1758472843.301986933,4.000000
1758472843.402696609,4.000000
1758472843.500950098,4.000000
1758472843.601776838,3.000000
1758472843.701726437,2.000000
1758472843.800540209,2.000000
1758472843.901546001,3.000000
1758472844.001451015,4.000000
1758472844.103322029,5.000000
1758472844.202646017,4.000000
1758472844.300961256,4.000000
1758472844.403204441,3.000000
1758472844.503270864,5.000000
1758472844.602341652,3.000000
1758472844.702042580,3.000000
1758472844.800791979,3.000000
1758472844.902702332,4.000000
1758472845.001894236,4.000000
1758472845.100682735,4.000000
1758472845.200611353,3.000000
1758472845.300969839,6.000000
1758472845.400639772,3.000000
1758472845.503446579,3.000000
1758472845.604275227,4.000000
1758472845.703952789,5.000000
1758472845.800651789,2.000000
1758472845.900834560,2.000000
1758472846.000439882,3.000000
1758472846.100571394,4.000000
1758472846.201434851,3.000000
1758472846.300502777,4.000000
1758472846.401549578,4.000000
1758472846.502796888,4.000000
1758472846.601770639,5.000000
1758472846.701005936,4.000000
1758472846.801385641,4.000000
1758472846.901613712,2.000000
1758472847.000420570,3.000000
1758472847.102761984,3.000000
1758472847.201275587,5.000000
1758472847.300492764,6.000000
1758472847.400889158,4.000000
1758472847.501241207,3.000000
1758472847.601935387,4.000000
1758472847.702685833,4.000000
1758472847.800968885,4.000000
1758472847.900607824,4.000000
1758472848.001399517,4.000000
1758472848.102472782,3.000000
1758472848.201518297,3.000000
1758472848.300451994,2.000000
1758472848.400876999,4.000000
1758472848.500978708,4.000000
1758472848.601875782,3.000000
1758472848.701662064,2.000000
1758472848.802681446,3.000000
1758472848.901953697,2.000000
1758472849.002281189,2.000000
1758472849.101243734,3.000000
1758472849.201421738,3.000000
1758472849.301887035,3.000000
1758472849.501491547,2.000000
1758472849.601498127,4.000000
1758472849.702188969,3.000000
1758472849.801659346,2.000000
1758472849.902348995,2.000000
1758472850.000635386,3.000000
1758472850.102575064,3.000000
1758472850.302930355,3.000000
1758472850.401678801,5.000000
1758472850.502517700,5.000000
1758472850.602614880,2.000000
1758472850.702610493,4.000000
1758472850.801607132,3.000000
1758472850.902914762,3.000000
1758472851.104771852,3.000000
1758472851.201642513,4.000000
1758472851.302382231,3.000000
1758472851.403154135,4.000000
1758472851.501872301,4.000000
1758472851.604873657,1.000000
1758472851.703245401,3.000000
1758472851.802331924,4.000000
1758472851.901283503,3.000000
1758472852.002604008,4.000000
1758472852.102608919,4.000000
1758472852.204634666,4.000000
1758472852.302433729,5.000000
1758472852.404621601,4.000000
1758472852.502617598,2.000000
1758472852.604787111,3.000000
1758472852.705250740,5.000000
1758472852.801855326,4.000000
1758472852.904913902,5.000000
1758472853.002368450,3.000000
1758472853.101814985,2.000000
1758472853.206897736,2.000000
1758472853.303991795,1.000000
1758472853.402607441,4.000000
1758472853.504705191,4.000000
1758472853.602834940,3.000000
1758472853.704820156,3.000000
1758472853.803229094,3.000000
1758472853.902443171,2.000000
1758472854.003909588,3.000000
1758472854.104736567,4.000000
1758472854.203404427,3.000000
1758472854.303695202,4.000000
1758472854.403549671,3.000000
1758472854.504801035,5.000000
1758472854.602907896,3.000000
1758472854.703039169,3.000000
1758472854.803161621,3.000000
1758472854.905467510,3.000000
1758472855.003880739,3.000000
1758472855.103287220,4.000000
1758472855.205173969,2.000000
1758472855.305292606,3.000000
1758472855.404728651,3.000000
1758472855.505237341,4.000000
1758472855.603528738,3.000000
1758472855.705748796,4.000000
1758472855.803718805,3.000000
1758472855.905336857,4.000000
1758472856.005875826,4.000000
1758472856.104662418,5.000000
1758472856.204825401,3.000000
1758472856.304441690,3.000000
1758472856.407184362,4.000000
1758472856.506373882,3.000000
1758472856.604922533,4.000000
1758472856.706329823,4.000000
1758472856.804312229,2.000000
1758472856.906678200,5.000000
1758472857.006563663,4.000000
1758472857.104982853,4.000000
1758472857.204802752,2.000000
1758472857.303981543,6.000000
1758472857.407739162,6.000000
1758472857.507337570,5.000000
1758472857.606842041,4.000000
1758472857.705130100,4.000000
1758472857.803848505,4.000000
1758472857.906711578,7.000000
1758472858.007048607,4.000000
1758472858.107033968,3.000000
1758472858.205744267,4.000000
1758472858.306386232,5.000000
1758472858.406323195,6.000000
1758472858.505161762,4.000000
1758472858.606426954,4.000000
1758472858.706896544,3.000000
1758472858.806356192,3.000000
1758472858.908658504,4.000000
1758472859.005709648,3.000000
1758472859.106860876,2.000000
1758472859.207800388,4.000000
1758472859.306430817,3.000000
1758472859.406397581,3.000000
1758472859.507605791,3.000000
1758472859.607359886,3.000000
1758472859.706909418,3.000000
1758472859.806250572,4.000000
1758472859.907402754,5.000000
1758472860.005332947,4.000000
1758472860.106036425,4.000000
1758472860.208007336,5.000000
1758472860.306459188,4.000000
1758472860.405829430,5.000000
1758472860.505607843,2.000000
1758472860.605399609,4.000000
1758472860.707743883,2.000000
1758472860.806718111,1.000000
1758472860.906757832,2.000000
1758472861.007286549,3.000000
1758472861.106997728,3.000000
1758472861.206928015,3.000000
1758472861.306859255,1.000000
1758472861.406225204,3.000000
1758472861.504410505,7.000000
1758472861.606702805,5.000000
1758472861.706649303,6.000000
1758472861.805892944,7.000000
1758472861.906598568,5.000000
1758472862.005483627,6.000000
1758472862.105745554,7.000000
1758472862.206763268,6.000000
1758472862.306712151,5.000000
1758472862.406213999,5.000000
1758472862.505784988,6.000000
1758472862.605976820,6.000000
1758472862.706649065,4.000000
1758472862.805755138,3.000000
1758472862.907482386,4.000000
1758472863.006737947,8.000000
1758472863.106412649,8.000000
