ros_time_s,Error_Distancia
1757190686.948552608,-0.000846
1757190687.046077490,0.000344
1757190687.146786451,0.000914
1757190687.242196798,0.002407
1757190687.341633558,0.003139
1757190687.443946123,0.003949
1757190687.545939684,0.004493
1757190687.638427496,0.005604
1757190687.742478848,0.006571
1757190687.837998867,0.008314
1757190687.939646721,0.008849
1757190688.039886236,0.009536
1757190688.134865522,0.010031
1757190688.237399578,0.009524
1757190688.335916042,0.009810
1757190688.434792280,0.011428
1757190688.534101248,0.012161
1757190688.634207487,0.012231
1757190688.737407923,0.012281
1757190688.833545923,0.012805
1757190688.939108372,0.012535
1757190689.034016371,0.012758
1757190689.133462429,0.013438
1757190689.236850500,0.013657
1757190689.339339733,0.014176
1757190689.436887026,0.014215
1757190689.536036968,0.013727
1757190689.633808613,0.013879
1757190689.736010075,0.013172
1757190689.835740089,0.013140
1757190689.932721853,0.013768
1757190690.035301685,0.012567
1757190690.133274555,0.012660
1757190690.232885361,0.012828
1757190690.336149454,0.012389
1757190690.433939695,0.011517
1757190690.537489414,0.011297
1757190690.633512497,0.011949
1757190690.735745430,0.010259
1757190690.841757298,0.009912
1757190690.937502384,0.009739
1757190691.038163424,0.008933
1757190691.141028643,0.008645
1757190691.236216545,0.008953
1757190691.340886593,0.008947
1757190691.436830521,0.007919
1757190691.538078785,0.007825
1757190691.637659311,0.007741
1757190691.738466978,0.006543
1757190691.837716818,0.006070
1757190691.938923120,0.005548
1757190692.038044930,0.006094
1757190692.140682220,0.005560
1757190692.239436865,0.005338
1757190692.340220213,0.003559
1757190692.440740347,0.004969
1757190692.542954445,0.004370
1757190692.641038179,0.002585
1757190692.741436958,0.002919
1757190692.842271805,0.002913
1757190692.943455458,0.001749
1757190693.042141199,0.001768
1757190693.142139912,0.002023
1757190693.246087313,0.000978
1757190693.343442678,0.001341
1757190693.443775654,0.000930
1757190693.543585062,0.000494
1757190693.645487785,0.000114
1757190693.747267723,-0.000431
1757190693.843665361,-0.001029
1757190693.942691326,-0.001720
1757190694.042263985,-0.001935
1757190694.144894123,-0.002039
1757190694.241294861,-0.002781
1757190694.341194153,-0.002916
1757190694.442784786,-0.003576
1757190694.543341637,-0.004078
1757190694.645224333,-0.003889
1757190694.744529486,-0.004642
1757190694.843029499,-0.004943
1757190694.941222668,-0.004594
1757190695.042837858,-0.005102
1757190695.144689560,-0.005682
1757190695.240045786,-0.006258
1757190695.340378761,-0.005619
1757190695.441221952,-0.006313
1757190695.544144630,-0.005413
1757190695.644317865,-0.005690
1757190695.743878603,-0.005601
1757190695.842439890,-0.004902
1757190695.943903685,-0.005033
1757190696.045886755,-0.004883
1757190696.146360397,-0.004561
1757190696.243068695,-0.004535
1757190696.342330933,-0.004437
1757190696.442931175,-0.003230
1757190696.545735836,-0.003506
1757190696.642717361,-0.003366
1757190696.743964434,-0.001982
1757190696.840209961,-0.001349
1757190696.946518421,-0.000945
1757190697.047807455,-0.000520
1757190697.146724939,-0.000333
1757190697.244334936,0.000562
1757190697.346218348,0.001202
1757190697.445778608,0.001934
1757190697.545678139,0.002172
1757190697.643301487,0.003173
1757190697.744495869,0.003157
1757190697.841606140,0.004362
1757190697.944778442,0.004601
1757190698.046142101,0.004971
1757190698.141554356,0.005149
1757190698.240248203,0.006166
1757190698.342195749,0.005696
1757190698.440352440,0.005968
1757190698.543810844,0.005684
1757190698.641689777,0.006473
1757190698.741446972,0.006222
1757190698.837940931,0.006972
1757190698.942927599,0.006609
1757190699.041197300,0.006970
1757190699.140623569,0.006255
1757190699.241254091,0.006532
1757190699.340955496,0.005725
1757190699.442997694,0.005745
1757190699.541668653,0.005661
1757190699.644121408,0.004832
1757190699.743479013,0.005368
1757190699.841358423,0.004993
1757190699.944682837,0.005062
1757190700.044835806,0.004224
1757190700.147781134,0.003782
1757190700.245623827,0.003510
1757190700.343844891,0.003156
1757190700.445440054,0.002529
1757190700.545545101,0.002259
1757190700.648990870,0.001537
1757190700.746737957,0.000858
1757190700.848217249,0.001007
1757190700.948796272,0.000706
1757190701.048511982,0.000911
1757190701.148737431,0.000009
1757190701.248180628,-0.000615
1757190701.345557928,-0.000879
1757190701.447593927,-0.000917
1757190701.546890020,-0.001344
1757190701.648089647,-0.001063
1757190701.747255325,-0.001306
1757190701.848734617,-0.001094
1757190701.947543383,-0.001648
