ros_time_s,Lecturas_Validas
1757191608.487322807,10.000000
1757191608.586755753,8.000000
1757191608.689408779,10.000000
1757191608.789291382,10.000000
1757191608.889021635,8.000000
1757191608.987429142,10.000000
1757191609.086248875,10.000000
1757191609.187311172,8.000000
1757191609.288383722,10.000000
1757191609.388289213,10.000000
1757191609.489057302,8.000000
1757191609.587459087,10.000000
1757191609.687363148,11.000000
1757191609.787398815,10.000000
1757191609.888591766,11.000000
1757191609.987386465,11.000000
1757191610.086668253,8.000000
1757191610.187249422,11.000000
1757191610.288996935,10.000000
1757191610.388992786,8.000000
1757191610.488487005,10.000000
1757191610.588120222,11.000000
1757191610.687411308,8.000000
1757191610.787803650,11.000000
1757191610.887344122,10.000000
1757191610.987489700,8.000000
1757191611.087471008,11.000000
1757191611.188934565,9.000000
1757191611.287225962,9.000000
1757191611.386806965,10.000000
1757191611.488644600,11.000000
1757191611.586468935,9.000000
1757191611.686947346,11.000000
1757191611.808456659,10.000000
1757191611.886874199,11.000000
1757191611.987462759,9.000000
1757191612.086119890,11.000000
1757191612.188818455,9.000000
1757191612.287459135,10.000000
1757191612.386694193,15.000000
1757191612.488303661,24.000000
1757191612.587239504,26.000000
1757191612.687426567,24.000000
1757191612.788290024,28.000000
1757191612.887386084,31.000000
1757191612.988950014,28.000000
1757191613.086562395,28.000000
1757191613.188942194,26.000000
1757191613.287227631,22.000000
1757191613.388792276,16.000000
1757191613.487301826,11.000000
1757191613.588602066,9.000000
1757191613.687125683,10.000000
1757191613.788575172,9.000000
1757191613.887275934,12.000000
1757191613.988775015,10.000000
1757191614.087283134,10.000000
1757191614.187521696,12.000000
1757191614.288607597,16.000000
1757191614.388870239,13.000000
1757191614.488242149,12.000000
1757191614.587251425,12.000000
1757191614.686781168,11.000000
1757191614.787575483,12.000000
1757191614.887545586,12.000000
1757191614.988868713,11.000000
1757191615.087924957,11.000000
1757191615.188280821,11.000000
1757191615.287428141,11.000000
1757191615.386690855,8.000000
1757191615.487499237,4.000000
1757191615.586738825,3.000000
1757191615.686798811,4.000000
1757191615.789046288,4.000000
1757191615.888746023,3.000000
1757191615.987081051,4.000000
1757191616.089054823,3.000000
1757191616.187045813,3.000000
1757191616.287415981,4.000000
1757191616.385904074,4.000000
1757191616.488630533,4.000000
1757191616.588477850,4.000000
1757191616.686567307,4.000000
1757191616.786750555,3.000000
1757191616.887689114,4.000000
1757191616.987531424,4.000000
1757191617.087644339,3.000000
1757191617.186542511,4.000000
1757191617.287249327,4.000000
1757191617.386728764,5.000000
1757191617.488450289,4.000000
1757191617.586919785,4.000000
1757191617.687561750,4.000000
1757191617.787419796,3.000000
1757191617.888837576,4.000000
