ros_time_s,Imu_Error_yaw
1757191722.157983541,0.000000
1757191722.258348227,0.000000
1757191722.358312607,0.000000
1757191722.458331823,0.000000
1757191722.557954073,0.000000
1757191722.657631397,0.000000
1757191722.757831097,0.000000
1757191722.857790232,0.000000
1757191722.957795620,0.000000
1757191723.058575392,0.000000
1757191723.158929825,0.000000
1757191723.260847092,0.000000
1757191723.357683182,0.000000
1757191723.457899332,0.000000
1757191723.557971716,0.000000
1757191723.657598257,0.000000
1757191723.758234024,0.000000
1757191723.858506680,0.000000
1757191723.959076166,0.000000
1757191724.057474852,0.000000
1757191724.157446861,0.000000
1757191724.257635117,0.000000
1757191724.358298063,0.000000
1757191724.457840681,0.000000
1757191724.557285309,0.000000
1757191724.657237053,0.000000
1757191724.757365465,0.000000
1757191724.865081549,0.000000
1757191724.963635683,0.000000
1757191725.064250469,0.002269
1757191725.162558556,0.000000
1757191725.262896538,-0.008727
1757191725.364721775,-0.020595
1757191725.463392019,-0.029321
1757191725.557773352,-0.038048
1757191725.664839506,-0.051138
1757191725.762277365,-0.061086
1757191725.863557577,-0.077318
1757191725.963074207,-0.091630
1757191726.063322783,-0.105767
1757191726.164821863,-0.102451
1757191726.262602329,-0.089361
1757191726.365077972,-0.072955
1757191726.462249994,-0.070860
1757191726.562731028,-0.088314
1757191726.658282518,-0.097040
1757191726.763704300,-0.089361
1757191726.863446712,-0.076271
1757191726.962975025,-0.078540
1757191727.064483166,-0.091630
1757191727.163243771,-0.097040
1757191727.261111021,-0.093724
1757191727.364006996,-0.076271
1757191727.463067532,-0.072955
1757191727.564622641,-0.075224
1757191727.663243771,-0.082903
1757191727.763489723,-0.091630
1757191727.864479780,-0.095993
1757191727.964771748,-0.088314
1757191728.065820932,-0.070860
1757191728.164728403,-0.063181
1757191728.262667894,-0.064228
1757191728.363547564,-0.071908
1757191728.464447021,-0.076271
1757191728.563308954,-0.077318
1757191728.664614201,-0.076271
1757191728.763227701,-0.072955
1757191728.862120867,-0.072955
1757191728.964396715,-0.071908
1757191729.064442158,-0.069813
1757191729.164320946,-0.066497
1757191729.260266542,-0.062134
1757191729.361056089,-0.061086
1757191729.464860678,-0.056723
1757191729.564512491,-0.051138
1757191729.663843155,-0.041364
1757191729.762505054,-0.039270
1757191729.864398479,-0.030543
1757191729.963558912,-0.023911
1757191730.064669847,-0.019548
1757191730.163260937,-0.006458
1757191730.263003349,-0.007505
1757191730.362476110,0.002269
1757191730.463586569,0.008727
1757191730.564504147,0.013090
1757191730.662889719,0.019722
1757191730.765021801,0.021817
1757191730.863700390,0.027402
1757191730.963750362,0.028449
1757191731.062793970,0.033859
1757191731.164442539,0.036128
1757191731.262579203,0.042586
1757191731.364930391,0.051313
1757191731.462409019,0.060039
1757191731.564545393,0.066672
1757191731.662050247,0.068766
1757191731.763094902,0.069813
1757191731.863439083,0.069813
1757191731.964919567,0.069813
1757191732.060557365,0.069813
1757191732.162984848,0.069813
1757191732.263219595,0.068766
1757191732.361596346,0.067719
1757191732.463068485,0.066672
1757191732.565228939,0.065450
1757191732.664510250,0.056723
1757191732.763843060,0.051313
1757191732.862743378,0.044855
1757191732.962739468,0.038223
1757191733.062642336,0.036128
1757191733.161017418,0.033859
1757191733.261929750,0.031765
1757191733.363630295,0.032812
1757191733.463114977,0.032812
1757191733.564335585,0.033859
1757191733.664021254,0.037176
1757191733.763277292,0.029496
1757191733.863428116,0.028449
1757191733.963220835,0.029496
1757191734.063480616,0.021817
1757191734.162354469,0.020769
1757191734.263685465,0.015359
1757191734.363045931,0.015359
1757191734.463055372,0.007679
1757191734.562785864,0.003316
1757191734.662875652,-0.004363
1757191734.762680769,-0.009774
1757191734.863028765,-0.011868
1757191734.962067127,-0.011868
1757191735.062844515,-0.020595
1757191735.164402246,-0.022864
1757191735.263475657,-0.022864
1757191735.361498594,-0.024958
1757191735.463989735,-0.026180
1757191735.563577414,-0.027227
1757191735.662338734,-0.028274
1757191735.763794184,-0.027227
1757191735.862811565,-0.027227
1757191735.962620020,-0.026180
1757191736.062876225,-0.024958
1757191736.162463903,-0.024958
1757191736.262564659,-0.022864
1757191736.362706900,-0.022864
1757191736.461082458,-0.020595
1757191736.561229706,-0.018500
1757191736.663495541,-0.015184
1757191736.759143353,-0.013090
1757191736.863353014,-0.008727
1757191736.963085175,-0.005410
