ros_time_s,Vel_Des
1757190485.254506826,"1.61,1.93"
1757190485.353471994,"1.63,1.92"
1757190485.448890686,"1.65,1.92"
1757190485.551779032,"1.66,1.92"
1757190485.652988911,"1.65,1.92"
1757190485.753398418,"1.62,1.93"
1757190485.941771269,"1.74,1.93"
1757190485.972637415,"1.76,1.93"
1757190486.051938534,"1.81,1.93"
1757190486.151115894,"1.81,1.93"
1757190486.252621889,"1.87,1.93"
1757190486.352463961,"1.86,1.93"
1757190486.452461004,"1.88,1.93"
1757190486.553031445,"1.93,1.93"
1757190486.654801846,"1.93,1.93"
1757190486.749576807,"1.93,1.90"
1757190486.853588343,"1.93,1.91"
1757190486.952859402,"1.93,1.89"
1757190487.052048445,"1.93,1.87"
1757190487.153129578,"1.93,1.88"
1757190487.254845858,"1.93,1.88"
1757190487.353146076,"1.93,1.88"
1757190487.451278687,"1.93,1.86"
1757190487.552674532,"1.93,1.88"
1757190487.646455765,"1.93,1.86"
1757190487.753533125,"1.93,1.85"
1757190487.854784489,"1.93,1.84"
1757190487.953760624,"1.93,1.83"
1757190488.053684711,"1.93,1.84"
1757190488.150277138,"1.93,1.83"
1757190488.254122972,"1.93,1.83"
1757190488.354040861,"1.93,1.82"
1757190488.451749086,"1.93,1.82"
1757190488.551959753,"1.93,1.80"
1757190488.646218300,"1.93,1.81"
1757190488.752861261,"1.93,1.82"
1757190488.851293087,"1.93,1.81"
1757190488.952501297,"1.93,1.80"
1757190489.054389238,"1.93,1.80"
1757190489.155137300,"1.93,1.80"
1757190489.252931118,"1.93,1.81"
1757190489.352047682,"1.93,1.79"
1757190489.452203512,"1.93,1.79"
1757190489.552222729,"1.93,1.78"
1757190489.652294874,"1.93,1.78"
1757190489.752441883,"1.93,1.76"
1757190489.852353811,"1.93,1.78"
1757190489.952462435,"1.93,1.76"
1757190490.052358389,"1.93,1.76"
1757190490.154399633,"1.93,1.76"
1757190490.250841618,"1.93,1.76"
1757190490.356974840,"1.93,1.76"
1757190490.450223446,"1.93,1.77"
1757190490.551001310,"1.93,1.75"
1757190490.654423475,"1.93,1.75"
1757190490.751764059,"1.93,1.77"
1757190490.851373911,"1.93,1.76"
1757190490.951448202,"1.93,1.76"
1757190491.051552534,"1.93,1.78"
1757190491.153700829,"1.93,1.76"
1757190491.251073122,"1.93,1.76"
1757190491.352271795,"1.93,1.76"
1757190491.453863382,"1.93,1.78"
1757190491.551931620,"1.93,1.76"
1757190491.651141644,"1.93,1.75"
1757190491.750530720,"1.93,1.74"
1757190491.850497723,"1.93,1.75"
1757190491.949284554,"1.92,1.71"
1757190492.051447392,"1.93,1.74"
1757190492.151570082,"1.93,1.74"
1757190492.252001047,"1.93,1.75"
1757190492.350892544,"1.93,1.74"
1757190492.450674534,"1.93,1.75"
1757190492.551876068,"1.93,1.74"
1757190492.652578831,"1.93,1.77"
1757190492.745705128,"1.93,1.77"
1757190492.851129532,"1.93,1.78"
1757190492.950745821,"1.93,1.81"
1757190493.051403284,"1.93,1.80"
1757190493.150829077,"1.93,1.82"
1757190493.251881123,"1.93,1.83"
1757190493.350778341,"1.93,1.85"
1757190493.453580379,"1.93,1.87"
1757190493.553855181,"1.93,1.88"
1757190493.652085543,"1.93,1.89"
1757190493.753300190,"1.93,1.89"
1757190493.853620291,"1.93,1.92"
1757190493.952749252,"1.93,1.93"
1757190494.052108049,"1.90,1.93"
1757190494.152080059,"1.91,1.93"
1757190494.247061014,"1.86,1.93"
1757190494.351516247,"1.85,1.93"
1757190494.451396465,"1.86,1.93"
1757190494.551746130,"1.85,1.93"
1757190494.651412487,"1.86,1.93"
1757190494.751660347,"1.83,1.93"
1757190494.851282597,"1.84,1.93"
1757190494.952794313,"1.80,1.93"
1757190495.051764488,"1.79,1.93"
1757190495.149847984,"1.83,1.93"
1757190495.250323296,"1.81,1.93"
1757190495.351768732,"1.82,1.93"
1757190495.450919390,"1.81,1.93"
1757190495.551272392,"1.79,1.93"
1757190495.651980639,"1.82,1.93"
1757190495.751743793,"1.82,1.93"
1757190495.853942633,"1.79,1.93"
1757190495.953412056,"1.80,1.93"
1757190496.051378012,"1.80,1.93"
1757190496.153096437,"1.80,1.93"
1757190496.253820419,"1.81,1.93"
1757190496.351687670,"1.77,1.93"
1757190496.449574232,"1.80,1.93"
1757190496.551317453,"1.78,1.93"
1757190496.652590513,"1.80,1.93"
1757190496.749859095,"1.80,1.93"
1757190496.853620768,"1.81,1.93"
1757190496.950553417,"1.82,1.93"
1757190497.050143242,"1.83,1.93"
1757190497.151133537,"1.82,1.93"
1757190497.250836134,"1.84,1.93"
1757190497.352285147,"1.84,1.93"
1757190497.451486111,"1.83,1.93"
1757190497.552152634,"1.83,1.93"
1757190497.650625706,"1.87,1.93"
1757190497.750953436,"1.86,1.93"
1757190497.852673531,"1.87,1.93"
1757190497.951763153,"1.91,1.93"
1757190498.052517414,"1.89,1.93"
1757190498.152989388,"1.93,1.93"
1757190498.253698826,"1.93,1.93"
1757190498.353957653,"1.93,1.92"
1757190498.450589418,"1.93,1.87"
1757190498.551634550,"1.93,1.84"
1757190498.652054787,"1.93,1.86"
1757190498.751741409,"1.93,1.83"
1757190498.851353407,"1.93,1.85"
1757190498.950955868,"1.93,1.82"
1757190499.058247089,"1.93,1.84"
1757190499.151847839,"1.93,1.83"
1757190499.253071785,"1.93,1.80"
1757190499.350666761,"1.93,1.78"
1757190499.453181744,"1.93,1.79"
1757190499.552431822,"1.93,1.77"
1757190499.650110245,"1.93,1.77"
1757190499.749656439,"1.93,1.75"
1757190499.850145817,"1.93,1.76"
1757190499.951902866,"1.93,1.74"
1757190500.049572468,"1.93,1.74"
1757190500.148727894,"1.92,1.72"
1757190500.249786377,"1.93,1.73"
1757190500.351268053,"1.93,1.73"
1757190500.450545073,"1.92,1.72"
1757190500.550057411,"1.92,1.72"
1757190500.651586294,"1.92,1.70"
1757190500.749060392,"1.92,1.71"
1757190500.848556995,"1.92,1.67"
1757190500.949495792,"1.92,1.65"
1757190501.048777819,"1.92,1.68"
1757190501.150520563,"1.93,1.63"
1757190501.251476765,"1.92,1.63"
1757190501.350355864,"1.93,1.61"
1757190501.448951006,"1.93,1.61"
1757190501.550036907,"1.93,1.62"
1757190501.653397560,"1.93,1.58"
1757190501.751953840,"1.93,1.59"
1757190501.849397182,"1.93,1.57"
1757190501.949998379,"1.93,1.61"
1757190502.050234079,"1.93,1.56"
1757190502.150809526,"1.93,1.63"
1757190502.249155521,"1.92,1.63"
1757190502.352226257,"1.92,1.64"
1757190502.449100018,"1.92,1.66"
1757190502.550532341,"1.92,1.70"
1757190502.653148413,"1.92,1.69"
1757190502.750374317,"1.92,1.72"
1757190502.850274801,"1.93,1.73"
1757190502.950665236,"1.93,1.75"
1757190503.050801754,"1.93,1.75"
1757190503.151896238,"1.93,1.80"
1757190503.250668287,"1.93,1.83"
1757190503.352525234,"1.93,1.85"
1757190503.451375246,"1.93,1.83"
1757190503.553947926,"1.93,1.86"
1757190503.652968407,"1.93,1.88"
1757190503.753767490,"1.93,1.91"
1757190503.850498676,"1.93,1.92"
1757190503.951519728,"1.91,1.93"
1757190504.053405523,"1.86,1.93"
1757190504.151672363,"1.83,1.93"
1757190504.253015995,"1.83,1.93"
1757190504.351508379,"1.82,1.93"
1757190504.449910879,"1.80,1.93"
1757190504.554082394,"1.78,1.93"
1757190504.649909735,"1.81,1.93"
1757190504.747139692,"1.72,1.93"
1757190504.851299524,"1.74,1.93"
1757190504.948974609,"1.71,1.92"
1757190505.048825026,"1.72,1.92"
1757190505.148754358,"1.71,1.92"
1757190505.251491070,"1.67,1.92"
1757190505.351932764,"1.66,1.92"
1757190505.449161053,"1.66,1.92"
1757190505.553313732,"1.63,1.93"
1757190505.649551630,"1.62,1.93"
1757190505.748712778,"1.69,1.92"
1757190505.849117517,"1.68,1.92"
1757190505.949895859,"1.66,1.92"
1757190506.047923088,"1.59,1.93"
1757190506.149901152,"1.61,1.93"
1757190506.248912573,"1.59,1.93"
1757190506.351148129,"1.63,1.92"
1757190506.452023506,"1.62,1.93"
1757190506.548763275,"1.59,1.93"
1757190506.647872925,"1.65,1.92"
1757190506.750303268,"1.68,1.92"
1757190506.847473621,"1.69,1.92"
1757190506.949754477,"1.71,1.92"
1757190507.048991680,"1.73,1.93"
1757190507.147044420,"1.74,1.93"
1757190507.250862122,"1.74,1.93"
1757190507.348507404,"1.78,1.93"
1757190507.449663401,"1.71,1.92"
1757190507.549521685,"1.78,1.93"
1757190507.651097059,"1.73,1.93"
1757190507.750110149,"1.76,1.93"
1757190507.848147392,"1.74,1.93"
1757190507.951318502,"1.81,1.93"
1757190508.048443079,"1.81,1.93"
1757190508.148995638,"1.85,1.93"
1757190508.252192497,"1.81,1.93"
1757190508.351226568,"1.90,1.93"
1757190508.449506998,"1.88,1.93"
1757190508.552568913,"1.91,1.93"
1757190508.651630402,"1.88,1.93"
1757190508.750862598,"1.92,1.93"
1757190508.850992680,"1.93,1.93"
1757190508.949901581,"1.93,1.87"
1757190509.050994396,"1.93,1.89"
1757190509.149007797,"1.93,1.85"
1757190509.251362801,"1.93,1.89"
1757190509.348189354,"1.93,1.84"
1757190509.448396444,"1.93,1.79"
1757190509.548755646,"1.93,1.77"
1757190509.648739100,"1.93,1.79"
1757190509.749660015,"1.93,1.75"
1757190509.848731756,"1.93,1.73"
1757190509.948077917,"1.93,1.73"
1757190510.048718929,"1.92,1.67"
1757190510.147580147,"1.92,1.63"
1757190510.247010231,"1.92,1.65"
1757190510.349719763,"1.93,1.55"
1757190510.449134350,"1.93,1.60"
1757190510.547706366,"1.93,1.50"
1757190510.647202730,"1.93,1.60"
1757190510.747776747,"1.93,1.58"
1757190510.849059105,"1.93,1.53"
1757190510.948575497,"1.93,1.37"
1757190511.049894571,"1.93,1.46"
1757190511.147845030,"1.93,1.32"
1757190511.248197317,"1.93,1.51"
1757190511.347485542,"1.93,1.45"
1757190511.448044062,"1.93,1.47"
1757190511.547920704,"1.93,1.56"
1757190511.648190498,"1.93,1.46"
1757190511.748635054,"1.93,1.51"
1757190511.847266197,"1.93,1.58"
1757190511.947673082,"1.93,1.60"
1757190512.048693419,"1.93,1.63"
1757190512.147876501,"1.92,1.63"
1757190512.248773336,"1.92,1.70"
1757190512.349202871,"1.92,1.72"
1757190512.447819710,"1.93,1.74"
1757190512.549041748,"1.93,1.75"
1757190512.647364616,"1.93,1.76"
1757190512.750607252,"1.93,1.76"
1757190512.849858284,"1.93,1.83"
1757190512.949609995,"1.93,1.84"
1757190513.049615383,"1.93,1.80"
1757190513.150452375,"1.93,1.84"
1757190513.249385357,"1.93,1.90"
1757190513.351037502,"1.93,1.91"
1757190513.449139595,"1.93,1.93"
1757190513.548184633,"1.88,1.93"
1757190513.648956299,"1.90,1.93"
1757190513.748700380,"1.86,1.93"
1757190513.850919247,"1.86,1.93"
1757190513.949766159,"1.84,1.93"
1757190514.050046444,"1.80,1.93"
1757190514.149686337,"1.75,1.93"
1757190514.248901844,"1.77,1.93"
1757190514.348780394,"1.76,1.93"
1757190514.447613478,"1.72,1.93"
1757190514.546998024,"1.72,1.93"
1757190514.651301384,"1.68,1.92"
1757190514.746932507,"1.63,1.93"
1757190514.848709106,"1.65,1.92"
1757190514.943849802,"1.65,1.92"
1757190515.045431376,"1.63,1.92"
1757190515.149966478,"1.57,1.93"
1757190515.244737864,"1.54,1.93"
1757190515.349745750,"1.60,1.93"
1757190515.444429874,"1.42,1.93"
1757190515.546965361,"1.51,1.93"
1757190515.648636103,"1.49,1.93"
1757190515.747923136,"1.44,1.93"
1757190515.844275475,"1.00,1.93"
1757190515.942977190,"1.36,1.93"
1757190516.046747446,"1.35,1.93"
1757190516.147660732,"1.45,1.93"
1757190516.243868828,"1.34,1.93"
1757190516.344136715,"1.57,1.93"
1757190516.448069572,"1.53,1.93"
1757190516.544036627,"1.61,1.93"
1757190516.644854069,"1.60,1.93"
1757190516.744215012,"1.62,1.93"
1757190516.844907045,"1.67,1.92"
1757190516.947407722,"1.72,1.92"
1757190517.049517393,"1.76,1.93"
1757190517.143122196,"1.77,1.93"
1757190517.244979382,"1.80,1.93"
1757190517.345110416,"1.82,1.93"
1757190517.446084499,"1.85,1.93"
1757190517.549140930,"1.86,1.93"
1757190517.647415638,"1.92,1.93"
1757190517.748930454,"1.93,1.91"
1757190517.847890139,"1.93,1.86"
1757190517.952942133,"1.93,1.84"
1757190518.050267696,"1.93,1.80"
1757190518.147108078,"1.93,1.79"
1757190518.245877266,"1.93,1.77"
1757190518.342899084,"1.92,1.70"
1757190518.445228815,"1.93,1.73"
1757190518.543828964,"1.92,1.67"
1757190518.646048546,"1.93,1.59"
1757190518.746102810,"1.93,1.55"
1757190518.846813440,"1.93,1.55"
1757190518.950879335,"1.93,1.55"
1757190519.044529200,"1.93,1.43"
1757190519.146095514,"1.93,1.44"
1757190519.245874882,"1.93,1.38"
1757190519.350377798,"1.93,0.90"
1757190519.449413538,"1.93,0.67"
1757190519.545411110,"1.93,1.04"
1757190519.645601034,"1.93,0.90"
1757190519.745045185,"1.93,0.67"
1757190519.846984625,"1.93,0.86"
1757190519.947583199,"1.93,0.83"
1757190520.046473980,"1.93,0.68"
1757190520.146746874,"1.93,0.91"
1757190520.245058060,"1.93,0.80"
1757190520.345730543,"1.93,1.14"
1757190520.448735714,"1.93,1.13"
1757190520.550685167,"1.93,0.92"
1757190520.645103216,"1.93,1.20"
1757190520.745742798,"1.93,1.28"
1757190520.850633144,"1.93,1.52"
1757190520.945042133,"1.93,1.60"
