ros_time_s,Lecturas_Validas
1757190478.619464636,44.000000
1757190478.717986822,44.000000
1757190478.818596840,44.000000
1757190478.919115782,45.000000
1757190479.017669916,45.000000
1757190479.118671894,45.000000
1757190479.218716621,44.000000
1757190479.317578077,45.000000
1757190479.418588400,45.000000
1757190479.519282579,44.000000
1757190479.618432522,44.000000
1757190479.718414545,44.000000
1757190479.813955784,44.000000
1757190479.913499594,45.000000
1757190480.013330460,45.000000
1757190480.113726377,45.000000
1757190480.213486671,45.000000
1757190480.313326359,44.000000
1757190480.413246393,44.000000
1757190480.513212681,44.000000
1757190480.613334179,45.000000
1757190480.713418722,44.000000
1757190480.813385725,44.000000
1757190480.913479328,45.000000
1757190481.013337851,44.000000
1757190481.124673367,44.000000
1757190481.212966681,44.000000
1757190481.313551426,45.000000
1757190481.413588285,44.000000
1757190481.513342857,45.000000
1757190481.613484859,44.000000
1757190481.713838100,45.000000
1757190481.813614607,44.000000
1757190481.913420916,44.000000
1757190482.013893366,45.000000
1757190482.113400936,44.000000
1757190482.213387489,45.000000
1757190482.313060522,44.000000
1757190482.413043976,44.000000
1757190482.513330936,45.000000
1757190482.613209486,44.000000
1757190482.715730667,44.000000
1757190482.813253641,44.000000
1757190482.913664818,44.000000
1757190483.014390707,44.000000
1757190483.113441706,45.000000
1757190483.213208914,45.000000
1757190483.313204765,44.000000
1757190483.413256407,45.000000
1757190483.514417410,44.000000
1757190483.613281488,45.000000
1757190483.713138342,44.000000
1757190483.813233614,44.000000
1757190483.913277626,44.000000
1757190484.014298201,44.000000
1757190484.113645315,45.000000
1757190484.218415499,44.000000
1757190484.319367886,44.000000
1757190484.420866013,44.000000
1757190484.519526243,45.000000
1757190484.617416859,45.000000
1757190484.719737291,44.000000
1757190484.814472914,44.000000
1757190484.912886381,44.000000
1757190485.013369083,44.000000
1757190485.113720894,44.000000
1757190485.220453262,45.000000
1757190485.319486141,44.000000
1757190485.417639017,44.000000
1757190485.519147635,44.000000
1757190485.620535135,45.000000
1757190485.721147537,34.000000
1757190485.819690943,44.000000
1757190485.914125919,44.000000
1757190486.017807961,44.000000
1757190486.118456364,44.000000
1757190486.219095230,44.000000
1757190486.318854332,44.000000
1757190486.418254375,45.000000
1757190486.521455526,44.000000
1757190486.620303869,44.000000
1757190486.713677645,45.000000
1757190486.820438623,44.000000
1757190486.918895006,44.000000
1757190487.018846035,45.000000
1757190487.119605780,44.000000
1757190487.219123363,44.000000
1757190487.318101406,45.000000
1757190487.418010712,44.000000
1757190487.518840075,45.000000
1757190487.613954544,44.000000
1757190487.718887091,44.000000
1757190487.820592403,44.000000
1757190487.920532465,44.000000
1757190488.020401955,44.000000
1757190488.116485834,45.000000
1757190488.220038652,45.000000
1757190488.320274591,44.000000
1757190488.417962313,44.000000
1757190488.518939734,44.000000
1757190488.615709066,44.000000
1757190488.719499350,44.000000
1757190488.818493843,44.000000
1757190488.919076443,44.000000
1757190489.020713568,44.000000
1757190489.119746208,44.000000
1757190489.220356703,45.000000
1757190489.318211317,44.000000
1757190489.418271303,44.000000
1757190489.519132853,45.000000
1757190489.617972136,44.000000
1757190489.719089985,44.000000
1757190489.818496704,45.000000
1757190489.918006420,45.000000
1757190490.019315243,44.000000
1757190490.118934155,44.000000
1757190490.219689846,45.000000
1757190490.318880320,44.000000
1757190490.418040037,44.000000
1757190490.517931461,45.000000
1757190490.621561766,44.000000
1757190490.720276833,44.000000
1757190490.819149971,45.000000
1757190490.919487000,44.000000
1757190491.019201517,44.000000
1757190491.119498014,45.000000
1757190491.219139814,44.000000
1757190491.319331408,44.000000
1757190491.419568062,44.000000
1757190491.518958569,44.000000
1757190491.617957830,44.000000
1757190491.718849421,44.000000
1757190491.819731951,45.000000
1757190491.916812658,44.000000
1757190492.018788576,45.000000
1757190492.118955851,44.000000
1757190492.220308542,44.000000
1757190492.318721294,45.000000
1757190492.417445660,44.000000
1757190492.517875910,45.000000
1757190492.618869781,44.000000
1757190492.713426352,44.000000
1757190492.818039894,44.000000
1757190492.918483019,44.000000
1757190493.017736912,45.000000
1757190493.117534637,44.000000
1757190493.219632864,45.000000
1757190493.318438053,44.000000
1757190493.418820858,44.000000
1757190493.519232750,45.000000
1757190493.618577480,44.000000
1757190493.716773748,44.000000
1757190493.819361448,45.000000
1757190493.917283297,44.000000
1757190494.018608332,44.000000
1757190494.118801832,44.000000
1757190494.215545654,44.000000
1757190494.318944931,45.000000
1757190494.418122530,44.000000
1757190494.519973278,44.000000
1757190494.618292332,45.000000
1757190494.718202591,44.000000
1757190494.818253279,44.000000
1757190494.919324398,44.000000
1757190495.017949104,44.000000
1757190495.117712021,45.000000
1757190495.217403650,44.000000
1757190495.317243576,44.000000
1757190495.417981148,44.000000
1757190495.519040108,45.000000
1757190495.617158413,44.000000
1757190495.718447208,44.000000
1757190495.817997456,45.000000
1757190495.918239832,44.000000
1757190496.018775225,45.000000
1757190496.121151686,44.000000
1757190496.218602657,45.000000
1757190496.317889214,44.000000
1757190496.415954590,45.000000
1757190496.517013788,44.000000
1757190496.619018793,44.000000
1757190496.717522144,44.000000
1757190496.818344593,44.000000
1757190496.918473482,44.000000
1757190497.017745972,44.000000
1757190497.117615938,45.000000
1757190497.217594624,44.000000
1757190497.317970991,44.000000
1757190497.417896032,45.000000
1757190497.516862392,44.000000
1757190497.616729259,44.000000
1757190497.717123508,45.000000
1757190497.819217920,44.000000
1757190497.918895245,44.000000
1757190498.018221855,45.000000
1757190498.117942333,44.000000
1757190498.218708277,45.000000
1757190498.318901777,44.000000
1757190498.416728497,44.000000
1757190498.518510103,44.000000
1757190498.618604660,45.000000
1757190498.715375662,44.000000
1757190498.816583633,45.000000
