ros_time_s,imu_heading
1757190470.806977272,359.940000
1757190470.856772661,359.940000
1757190470.906411886,359.940000
1757190470.957417727,359.940000
1757190471.008262157,359.940000
1757190471.057362318,359.940000
1757190471.108114243,359.940000
1757190471.158273220,359.940000
1757190471.207989454,359.940000
1757190471.257777929,359.940000
1757190471.308566332,359.940000
1757190471.357759714,359.940000
1757190471.408492804,359.940000
1757190471.458482027,359.940000
1757190471.507811546,359.940000
1757190471.557976484,359.940000
1757190471.608020067,359.940000
1757190471.658039093,359.940000
1757190471.707919598,359.940000
1757190471.758302212,359.940000
1757190471.807893038,359.940000
1757190471.858252048,359.940000
1757190471.907953262,359.940000
1757190471.958636045,359.940000
1757190472.008110762,359.940000
1757190472.059048414,359.940000
1757190472.110056162,359.940000
1757190472.159218550,359.940000
1757190472.208570957,359.940000
1757190472.258476496,359.940000
1757190472.308553457,359.940000
1757190472.358898640,359.940000
1757190472.408634901,359.940000
1757190472.458650827,359.940000
1757190472.508735657,359.940000
1757190472.558863163,359.940000
1757190472.609097004,359.940000
1757190472.658912182,359.940000
1757190472.709469080,359.940000
1757190472.759235382,359.940000
1757190472.809248686,359.940000
1757190472.860047579,359.940000
1757190472.909624100,359.940000
1757190472.959605455,359.940000
1757190473.009002209,359.940000
1757190473.059362650,359.940000
1757190473.109164000,359.940000
1757190473.162420273,359.940000
1757190473.209053516,359.940000
1757190473.260037661,359.940000
1757190473.310260534,359.940000
1757190473.359204292,359.940000
1757190473.414022923,359.940000
1757190473.464208841,359.940000
1757190473.515021563,359.940000
1757190473.564367771,359.940000
1757190473.615552187,359.940000
1757190473.663580656,359.940000
1757190473.714511395,359.940000
1757190473.763693333,359.940000
1757190473.814718723,359.940000
1757190473.864266157,359.940000
1757190473.913391590,359.940000
1757190473.964744329,359.940000
1757190474.010946751,359.940000
1757190474.061026335,359.940000
1757190474.111119032,359.940000
1757190474.160953760,359.940000
1757190474.210937738,359.940000
1757190474.260922432,359.940000
1757190474.310764313,359.940000
1757190474.360984564,359.940000
1757190474.411110401,359.940000
1757190474.460912704,359.940000
1757190474.511331797,359.940000
1757190474.560446262,359.940000
1757190474.611100912,359.940000
1757190474.661112547,359.940000
1757190474.711110830,359.940000
1757190474.760327101,359.940000
1757190474.811811924,359.940000
1757190474.860351324,359.940000
1757190474.911495209,359.940000
1757190474.960441828,359.940000
1757190475.011770964,359.940000
1757190475.060692787,359.940000
1757190475.110657930,359.940000
1757190475.160768032,359.940000
1757190475.210540533,359.940000
1757190475.260932684,359.940000
1757190475.310580254,359.940000
1757190475.360567808,359.940000
1757190475.410892248,359.940000
1757190475.461345434,359.940000
1757190475.510917664,359.940000
1757190475.561140299,359.940000
1757190475.610996723,359.940000
1757190475.660990238,359.940000
1757190475.711318016,359.940000
1757190475.761356115,359.940000
1757190475.811319828,359.940000
1757190475.862067461,359.940000
1757190475.912358761,359.940000
1757190475.962321758,359.940000
1757190476.012044907,359.940000
1757190476.061468840,359.940000
1757190476.112344742,359.940000
1757190476.161720037,359.940000
1757190476.211621523,359.940000
1757190476.261528969,359.940000
1757190476.312370777,359.940000
1757190476.361825705,359.940000
1757190476.415668011,359.940000
1757190476.465918064,359.940000
1757190476.516219139,359.940000
1757190476.566234589,359.940000
1757190476.615983009,359.940000
1757190476.666228533,359.940000
1757190476.718266964,359.940000
1757190476.766336203,359.940000
1757190476.816600323,359.940000
1757190476.866158485,359.940000
1757190476.916074753,359.940000
1757190476.966288805,359.940000
1757190477.016591311,359.940000
1757190477.066927910,359.940000
1757190477.116326094,359.940000
1757190477.166822195,359.940000
1757190477.217314005,359.940000
1757190477.266918421,359.940000
1757190477.317420959,359.940000
1757190477.366959572,359.940000
1757190477.418163300,359.940000
1757190477.466965199,359.940000
1757190477.517364502,359.940000
1757190477.568907022,359.940000
1757190477.616782188,359.940000
1757190477.668426514,359.940000
1757190477.718266726,359.940000
1757190477.768330574,359.940000
1757190477.814193726,359.940000
1757190477.864414215,359.940000
1757190477.914024591,359.940000
1757190477.964016914,359.940000
1757190478.018497467,359.940000
1757190478.068643332,359.940000
1757190478.118088961,359.940000
1757190478.168509483,359.940000
1757190478.216338396,359.940000
1757190478.268154383,359.940000
1757190478.319798470,359.940000
1757190478.363522053,359.940000
1757190478.413755894,359.940000
1757190478.463158607,359.940000
1757190478.513749361,359.940000
1757190478.567785740,359.940000
1757190478.618281841,359.940000
1757190478.665777445,359.940000
1757190478.717528105,359.940000
1757190478.766122341,359.940000
1757190478.817734957,359.940000
1757190478.866994143,359.940000
1757190478.918940306,359.940000
1757190478.966710567,359.940000
1757190479.017895222,359.940000
1757190479.067795277,359.940000
1757190479.118867159,359.940000
1757190479.167491674,359.940000
1757190479.218322277,359.940000
1757190479.268052340,359.940000
1757190479.318020344,359.940000
1757190479.368611574,359.940000
1757190479.418941975,359.940000
1757190479.469363451,359.940000
1757190479.519646645,359.940000
1757190479.569847822,359.940000
1757190479.620003939,359.940000
1757190479.669738531,359.940000
1757190479.719153404,359.940000
1757190479.769809484,359.940000
1757190479.815111160,359.940000
1757190479.864918947,359.940000
1757190479.915463209,359.940000
1757190479.964680672,359.940000
1757190480.015042782,359.940000
1757190480.064686298,359.940000
1757190480.115640640,359.940000
1757190480.164913893,359.940000
1757190480.215479374,359.940000
1757190480.264885902,359.940000
1757190480.315292597,359.940000
1757190480.364807844,359.940000
1757190480.415824175,359.940000
1757190480.464959145,359.940000
1757190480.515014410,359.940000
1757190480.564934254,359.940000
1757190480.615005732,359.940000
1757190480.664878845,359.940000
1757190480.715388298,359.940000
1757190480.765622854,359.940000
1757190480.815978765,359.940000
1757190480.865522861,359.940000
1757190480.916420937,359.940000
1757190480.965514660,359.940000
1757190481.015631199,359.940000
1757190481.065734148,359.940000
1757190481.126938820,359.940000
1757190481.165917873,359.940000
1757190481.215740204,359.940000
1757190481.265896082,359.940000
1757190481.316463947,359.940000
1757190481.366326571,359.940000
1757190481.416343451,359.940000
1757190481.465745687,359.940000
1757190481.516810894,359.940000
1757190481.566385508,359.940000
1757190481.616901636,359.940000
1757190481.667121410,359.940000
1757190481.717847347,359.940000
1757190481.766200542,359.940000
1757190481.816919327,359.940000
1757190481.866922140,359.940000
1757190481.916908026,359.940000
1757190481.967087984,359.940000
1757190482.017163992,359.940000
1757190482.066385984,359.940000
1757190482.118727446,359.940000
1757190482.166567564,359.940000
1757190482.219348907,359.940000
1757190482.266254425,359.940000
1757190482.318162918,359.940000
1757190482.367311716,359.940000
1757190482.417994261,359.940000
1757190482.468782663,359.940000
1757190482.518109798,359.940000
1757190482.567547560,359.940000
1757190482.618094921,359.940000
1757190482.667309046,359.940000
1757190482.719424725,359.940000
1757190482.767436743,359.940000
1757190482.817647934,359.940000
1757190482.867746115,359.940000
1757190482.917253494,359.940000
1757190482.967749119,359.940000
1757190483.017999172,359.940000
1757190483.067847490,359.940000
1757190483.118837357,359.940000
1757190483.167794704,359.940000
1757190483.217652798,359.940000
1757190483.267678976,359.940000
1757190483.317300320,359.940000
1757190483.367532730,359.940000
1757190483.417724133,359.940000
1757190483.468084574,359.940000
1757190483.519293547,359.940000
1757190483.568253994,359.940000
1757190483.619086742,359.940000
1757190483.668560743,359.940000
1757190483.718945503,359.940000
1757190483.768051863,359.940000
1757190483.818865299,359.940000
1757190483.869030714,359.940000
1757190483.918560982,359.940000
1757190483.968972445,359.940000
1757190484.019840479,359.940000
1757190484.070055246,359.940000
1757190484.118927717,359.940000
1757190484.173363447,359.940000
1757190484.221253157,359.940000
1757190484.271155119,359.940000
1757190484.322859764,359.940000
1757190484.373276949,359.940000
1757190484.421833754,359.940000
1757190484.473320961,359.940000
1757190484.524627924,359.940000
1757190484.574763536,359.940000
1757190484.621132135,359.940000
1757190484.673195839,359.940000
1757190484.723031759,359.940000
1757190484.776678801,359.940000
1757190484.818481922,359.940000
1757190484.868633270,359.940000
1757190484.918668032,359.940000
1757190484.968701124,359.940000
1757190485.018595695,359.940000
1757190485.068819046,359.940000
1757190485.120782852,359.940000
1757190485.174733639,359.940000
1757190485.225143909,359.940000
1757190485.271231413,359.940000
1757190485.324776649,359.940000
1757190485.371298790,359.940000
1757190485.421937704,359.940000
1757190485.470988750,359.940000
1757190485.522865057,359.870000
1757190485.573857784,359.810000
1757190485.624720335,359.810000
1757190485.671317816,359.690000
1757190485.724589825,359.690000
1757190485.771122217,359.620000
1757190485.825846434,359.500000
1757190485.870963573,359.500000
1757190485.919795752,359.440000
1757190485.974297523,359.310000
1757190486.022425413,359.250000
1757190486.072812557,359.250000
1757190486.122507334,359.120000
1757190486.172910690,359.060000
1757190486.224321842,359.060000
1757190486.273351669,359.000000
1757190486.323837996,358.940000
1757190486.373312950,359.000000
1757190486.425067186,358.940000
1757190486.473355532,358.940000
1757190486.523891687,358.940000
1757190486.572826147,358.870000
1757190486.625957489,358.810000
1757190486.671937704,358.810000
1757190486.720938683,358.750000
1757190486.772304535,358.810000
1757190486.825023413,358.810000
1757190486.871564150,358.750000
1757190486.924535275,358.810000
1757190486.972327709,358.810000
1757190487.023074150,358.810000
1757190487.072810650,358.810000
1757190487.123772621,358.870000
1757190487.172810078,358.870000
1757190487.224127054,358.810000
1757190487.273285151,358.810000
1757190487.324986696,358.870000
1757190487.373990059,358.750000
1757190487.422684908,358.810000
1757190487.474760771,358.810000
1757190487.523628950,358.810000
1757190487.573481798,358.810000
1757190487.622039318,358.810000
1757190487.676600695,358.750000
1757190487.723659039,358.810000
1757190487.773528099,358.810000
1757190487.824980021,358.810000
1757190487.872218609,358.810000
1757190487.926003218,358.810000
1757190487.973406792,358.810000
1757190488.025794744,358.810000
1757190488.073507071,358.870000
1757190488.122572899,358.810000
1757190488.174299955,358.810000
1757190488.225347281,358.870000
1757190488.273743391,358.870000
1757190488.326126575,358.810000
1757190488.374564171,358.870000
1757190488.425299883,358.810000
1757190488.476639271,358.750000
1757190488.525418758,358.810000
1757190488.576134920,358.810000
1757190488.622203827,358.810000
1757190488.676861525,358.870000
1757190488.724146605,358.870000
1757190488.774253607,358.940000
1757190488.823744774,358.940000
1757190488.874945164,358.940000
1757190488.923862934,359.000000
1757190488.974963665,359.060000
1757190489.026488066,359.000000
1757190489.074629307,359.000000
1757190489.125687122,359.060000
1757190489.175335407,359.060000
1757190489.224755764,359.060000
1757190489.274067640,359.060000
1757190489.324233294,359.060000
1757190489.375202656,359.060000
1757190489.424831390,359.060000
1757190489.475820303,359.120000
1757190489.524492502,359.120000
1757190489.574845076,359.120000
1757190489.624544144,359.190000
1757190489.678239584,359.120000
1757190489.725637197,359.190000
1757190489.778198242,359.190000
1757190489.824885130,359.190000
1757190489.875097752,359.190000
1757190489.926423073,359.190000
1757190489.978499889,359.190000
1757190490.025628090,359.190000
1757190490.077713490,359.250000
1757190490.125901461,359.250000
1757190490.176258326,359.250000
1757190490.225610256,359.250000
1757190490.276483536,359.310000
1757190490.328528881,359.250000
1757190490.374294281,359.310000
1757190490.425288439,359.370000
1757190490.478001356,359.370000
1757190490.526053905,359.440000
1757190490.578112364,359.500000
1757190490.627938986,359.500000
1757190490.675727129,359.500000
1757190490.725492954,359.500000
1757190490.776198149,359.560000
1757190490.825393438,359.500000
1757190490.876373291,359.620000
1757190490.924948215,359.620000
1757190490.975709200,359.620000
1757190491.025158405,359.690000
1757190491.075799227,359.690000
1757190491.126607418,359.750000
1757190491.174446821,359.750000
1757190491.224280834,359.810000
1757190491.276391506,359.810000
1757190491.325283766,359.870000
1757190491.376603365,359.940000
1757190491.427623987,359.940000
1757190491.475932360,0.060000
1757190491.525594711,0.060000
1757190491.576858997,0.060000
1757190491.624862432,0.130000
1757190491.677434921,0.190000
1757190491.726056814,0.250000
1757190491.778358698,0.250000
1757190491.825073004,0.310000
1757190491.879000664,0.310000
1757190491.925910950,0.370000
1757190491.978897810,0.500000
1757190492.026566982,0.500000
1757190492.077343464,0.500000
1757190492.125823498,0.500000
1757190492.177953482,0.620000
1757190492.226851702,0.620000
1757190492.279388428,0.690000
1757190492.327215672,0.750000
1757190492.379103184,0.750000
1757190492.426951408,0.750000
1757190492.479683638,0.880000
