ros_time_s,Vel_Des
1757191789.092606306,"1.65,1.92"
1757191789.192159414,"1.58,1.93"
1757191789.295636177,"1.74,1.93"
1757191789.394569635,"1.85,1.93"
1757191789.489150047,"0.67,1.95"
1757191789.591950893,"1.46,1.93"
1757191789.692450047,"1.28,1.93"
1757191789.794560909,"1.12,1.93"
1757191789.892617941,"1.28,1.93"
1757191789.990285635,"0.67,1.97"
1757191790.092345715,"1.52,1.93"
1757191790.192944050,"1.42,1.93"
1757191790.293264389,"1.75,1.93"
1757191790.389412642,"0.67,1.96"
1757191790.492673397,"1.36,1.93"
1757191790.592885971,"1.59,1.93"
1757191790.690441370,"0.67,1.94"
1757191790.792461157,"1.49,1.93"
1757191790.891344070,"1.56,1.93"
1757191790.989455223,"0.68,2.01"
1757191791.092476130,"1.54,1.93"
1757191791.194526196,"1.66,1.92"
1757191791.293659210,"1.76,1.93"
1757191791.393859148,"1.52,1.93"
1757191791.492740393,"1.44,1.93"
1757191791.593632221,"1.22,1.93"
1757191791.693061113,"1.69,1.92"
1757191791.794497728,"1.83,1.93"
1757191791.890962124,"1.63,1.93"
1757191791.993515253,"1.82,1.93"
1757191792.093009472,"1.85,1.93"
1757191792.193568707,"1.83,1.93"
1757191792.293528080,"1.77,1.93"
1757191792.391617060,"1.79,1.93"
1757191792.491024017,"1.73,1.93"
