ros_time_s,Lidar_Left
1757191722.157761097,0.506473
1757191722.258089542,0.506864
1757191722.358083725,0.506990
1757191722.458110809,0.500148
1757191722.557760239,0.507408
1757191722.657364368,0.504385
1757191722.757638693,0.503859
1757191722.857626915,0.505909
1757191722.957602739,0.503812
1757191723.058019638,0.504552
1757191723.158695936,0.506205
1757191723.260631561,0.504385
1757191723.357492685,0.506208
1757191723.457712412,0.506066
1757191723.557749510,0.505927
1757191723.657399893,0.504069
1757191723.757847309,0.506891
1757191723.858329296,0.503973
1757191723.958774090,0.506484
1757191724.057274818,0.503970
1757191724.157274961,0.506617
1757191724.257433891,0.503808
1757191724.358021975,0.506463
1757191724.457536221,0.503948
1757191724.557096720,0.504854
1757191724.657050133,0.506359
1757191724.757080793,0.500395
1757191724.864683151,0.503642
1757191724.963324070,0.504024
1757191725.063975334,0.507394
1757191725.162329912,0.506969
1757191725.262598515,0.503956
1757191725.364362478,0.507346
1757191725.463065147,0.513394
1757191725.557631969,0.504906
1757191725.664599180,0.514548
1757191725.761958122,0.510379
1757191725.863224506,0.512253
1757191725.962687969,0.515314
1757191726.063054085,0.507887
1757191726.164520979,0.511558
1757191726.262259483,0.509389
1757191726.364551306,0.515095
1757191726.461958885,0.504019
1757191726.562453985,0.505217
1757191726.658033848,0.507876
1757191726.763355494,0.507560
1757191726.863070011,0.507634
1757191726.962659359,0.503686
1757191727.064255953,0.505181
1757191727.162846565,0.504911
1757191727.260837317,0.502530
1757191727.363604784,0.503567
1757191727.462728262,0.504439
1757191727.564234734,0.505385
1757191727.662874222,0.498391
1757191727.763077736,0.499073
1757191727.863859653,0.504033
1757191727.964398623,0.500431
1757191728.065442801,0.503221
1757191728.164373398,0.504696
1757191728.262468100,0.500771
1757191728.363115311,0.499501
1757191728.464024544,0.498917
1757191728.563002348,0.496892
1757191728.664222479,0.499522
1757191728.762924910,0.498385
1757191728.861879349,0.497900
1757191728.964017153,0.495938
1757191729.064112902,0.496964
1757191729.163994789,0.498003
1757191729.259957075,0.496700
1757191729.360733509,0.494777
1757191729.464492083,0.495710
1757191729.564132452,0.496693
1757191729.663468838,0.494758
1757191729.761972427,0.496154
1757191729.863942623,0.493699
1757191729.963150740,0.496014
1757191730.064330101,0.497377
1757191730.162996292,0.494078
1757191730.262635708,0.495972
1757191730.362068653,0.495614
1757191730.463228941,0.496179
1757191730.564058304,0.496167
1757191730.662586927,0.496167
1757191730.764554024,0.495974
1757191730.863215446,0.496980
1757191730.963384867,0.496111
1757191731.062517405,0.496009
1757191731.163852215,0.494009
1757191731.262287617,0.494968
1757191731.364526510,0.496271
1757191731.462032557,0.497146
1757191731.564077377,0.500734
1757191731.661777973,0.497856
1757191731.762758970,0.499748
1757191731.863011360,0.500347
1757191731.964481115,0.500752
1757191732.060330391,0.501464
1757191732.162610292,0.501626
1757191732.262879133,0.501913
1757191732.361278534,0.501677
1757191732.462714434,0.506720
1757191732.564728975,0.503844
1757191732.664089680,0.505016
1757191732.763484240,0.500043
1757191732.862494469,0.502512
1757191732.962410688,0.503556
1757191733.062307119,0.500132
1757191733.160704374,0.498683
1757191733.261546135,0.499221
1757191733.363228083,0.498926
1757191733.462725639,0.496548
1757191733.563146353,0.506066
1757191733.663622141,0.496671
1757191733.762882233,0.499901
