ros_time_s,omega_1
1757275141.396472931,0.000000
1757275141.446908951,0.000000
1757275141.496522903,0.000000
1757275141.547288656,0.000000
1757275141.596298933,0.000000
1757275141.647122622,0.000000
1757275141.696834803,0.000000
1757275141.746193171,0.000000
1757275141.796832323,0.000000
1757275141.848381281,0.000000
1757275141.897271872,0.000000
1757275141.948132038,0.000000
1757275141.997869730,0.000000
1757275142.047850847,0.000000
1757275142.098014355,0.000000
1757275142.147438765,0.000000
1757275142.198282242,0.000000
1757275142.247564554,0.000000
1757275142.298028469,0.000000
1757275142.347531080,0.000000
1757275142.398306608,0.000000
1757275142.448420525,0.000000
1757275142.499136209,0.000000
1757275142.549109459,0.000000
1757275142.599145174,0.000000
1757275142.648247004,0.000000
1757275142.698199749,0.000000
1757275142.749023676,0.000000
1757275142.798325539,0.000000
1757275142.848541498,0.000000
1757275142.900227547,0.000000
1757275142.948582649,0.000000
1757275142.998745680,0.000000
1757275143.048501968,0.000000
1757275143.098827839,0.000000
1757275143.148956776,0.000000
1757275143.198536158,0.000000
1757275143.248812199,0.000000
1757275143.298692703,0.000000
1757275143.348716736,0.000000
1757275143.398464680,0.000000
1757275143.448888779,0.000000
1757275143.498788118,0.000000
1757275143.549053192,0.000000
1757275143.599290371,0.000000
1757275143.649560213,0.000000
1757275143.699319601,0.000000
1757275143.749333858,0.000000
1757275143.799361229,0.000000
1757275143.849940777,0.000000
1757275143.899641275,0.000000
1757275143.949738264,0.000000
1757275143.999388218,0.000000
1757275144.049554110,0.000000
1757275144.099419832,0.000000
1757275144.149759531,0.000000
1757275144.200431585,0.000000
1757275144.250955343,0.000000
1757275144.299970865,0.000000
1757275144.350578785,0.000000
1757275144.400123358,0.000000
1757275144.450295925,0.000000
1757275144.500053167,0.000000
1757275144.550196171,0.000000
1757275144.599923611,0.000000
1757275144.650040627,0.000000
1757275144.700337410,0.000000
1757275144.750050306,0.000000
1757275144.799435616,0.000000
1757275144.849342823,0.000000
1757275144.900122166,0.000000
1757275144.950380087,0.000000
1757275145.000354528,0.000000
1757275145.052219391,0.000000
1757275145.101479769,0.000000
1757275145.151307821,0.000000
1757275145.201632500,0.000000
1757275145.251856804,0.000000
1757275145.303101540,0.000000
1757275145.352322817,0.000000
1757275145.403268099,0.000000
1757275145.452223063,0.000000
1757275145.503396034,0.000000
1757275145.552239418,0.000000
1757275145.602279186,0.000000
1757275145.652399778,0.000000
1757275145.702815056,0.000000
1757275145.752327204,0.000000
1757275145.802852631,0.000000
1757275145.852036953,0.000000
