ros_time_s,Error_Distancia
1757275154.345819712,-0.008232
1757275154.446177959,-0.008889
1757275154.545495272,-0.007977
1757275154.654540539,-0.005773
1757275154.753021002,-0.000339
1757275154.851247549,-0.001534
1757275154.953960896,-0.000413
1757275155.052263260,-0.000858
1757275155.152821064,-0.003099
1757275155.250542641,-0.001296
1757275155.350754261,0.004026
1757275155.452159882,0.002195
1757275155.551748514,0.002094
1757275155.651616573,0.002964
1757275155.751808882,0.000846
1757275155.850363493,0.005565
1757275155.950850487,0.002744
1757275156.053270817,0.001184
1757275156.152273178,0.004700
1757275156.247714281,0.005913
1757275156.346678257,0.024553
1757275156.444721937,0.028273
1757275156.541814327,0.008341
1757275156.646629810,0.014097
1757275156.744002104,0.015395
1757275156.845232010,0.010857
1757275156.947850466,0.009425
1757275157.049291611,0.009355
1757275157.145291090,0.024596
1757275157.244994640,0.013155
1757275157.348448753,0.008255
1757275157.446345806,0.010074
1757275157.549902916,0.009244
1757275157.648724318,0.006522
1757275157.752385616,0.001385
1757275157.850625992,0.005406
1757275157.946461439,-0.055772
1757275158.047141552,0.037437
1757275158.148382187,0.006697
1757275158.252097130,0.001781
1757275158.348178148,0.007893
1757275158.450259447,0.007916
1757275158.549779177,0.007991
1757275158.648412943,0.008593
1757275158.746467352,0.007899
1757275158.848930120,0.007564
1757275158.950236082,0.008842
1757275159.049873352,0.008702
1757275159.149626255,0.008049
1757275159.248242378,0.008365
1757275159.350905657,0.008044
1757275159.450091124,0.008722
1757275159.552829266,0.002174
1757275159.656208038,-0.000708
1757275159.753949881,-0.001139
1757275159.855209827,0.000334
1757275159.954288721,0.003130
1757275160.053201437,0.003281
1757275160.154614449,0.001704
1757275160.255577803,-0.000775
1757275160.353220463,-0.001280
1757275160.455696583,0.001067
1757275160.553918839,0.000568
1757275160.653748274,0.001236
1757275160.753720522,0.002060
1757275160.855078220,-0.001003
1757275160.956713676,0.000437
1757275161.053879023,-0.000605
1757275161.154615879,0.000963
1757275161.252327442,-0.003125
1757275161.354781389,-0.001554
1757275161.454066515,0.001840
1757275161.554470539,0.000988
1757275161.652752638,-0.003035
1757275161.754642487,-0.003439
1757275161.857386589,-0.000810
1757275161.954081535,0.000502
1757275162.051965237,0.002961
1757275162.155473471,-0.001067
1757275162.255494118,-0.004234
1757275162.351690531,-0.007692
1757275162.448025227,-0.011106
1757275162.551750422,-0.005736
1757275162.651232243,-0.006744
1757275162.749846458,-0.007078
1757275162.848683119,-0.019708
1757275162.946720600,-0.013415
1757275163.055214405,-0.009106
1757275163.148355007,-0.009190
1757275163.246797323,-0.012035
1757275163.346946716,-0.011885
1757275163.441722631,0.029541
1757275163.546797514,0.034776
1757275163.648914099,-0.009899
1757275163.745685577,-0.012984
1757275163.848724842,-0.025069
1757275163.946436167,-0.021336
1757275164.046888590,-0.011068
1757275164.146896124,-0.014303
1757275164.251964092,-0.006294
1757275164.349717617,-0.007896
1757275164.455650330,-0.002088
1757275164.552968979,-0.001195
1757275164.653832674,-0.001334
1757275164.755994558,-0.001612
1757275164.850356579,-0.005339
1757275164.952957630,-0.005048
1757275165.048909903,-0.009288
1757275165.153699636,-0.004978
1757275165.255481958,-0.003500
1757275165.354080200,-0.005746
1757275165.449441910,-0.008070
1757275165.550048351,-0.006346
1757275165.653534174,-0.003742
1757275165.753914356,-0.005168
1757275165.853297234,-0.004221
1757275165.953027010,-0.002872
1757275166.050532341,-0.006464
1757275166.153198481,-0.005318
1757275166.252901554,-0.002898
1757275166.354398966,-0.001687
1757275166.454651117,-0.002958
1757275166.552390575,0.003235
1757275166.656717539,-0.000731
1757275166.752652884,0.003497
1757275166.853886127,0.003818
1757275166.954533815,0.001654
1757275167.051124334,0.002681
1757275167.154761553,0.003577
1757275167.252160311,0.002762
1757275167.352449417,0.002767
1757275167.446665049,0.053640
1757275167.555238247,0.000545
1757275167.648003340,0.049674
1757275167.754644632,-0.000891
1757275167.852701902,-0.000841
1757275167.952075720,-0.001022
1757275168.056495905,-0.001846
1757275168.153527975,-0.002610
1757275168.253136635,-0.004755
1757275168.348709583,0.002755
1757275168.450956345,0.005362
1757275168.547332525,0.003730
1757275168.650799274,0.005631
1757275168.754239798,-0.000903
1757275168.856520653,-0.002040
1757275168.954952002,-0.001563
1757275169.055878401,-0.003991
1757275169.154336929,-0.001073
1757275169.256361485,-0.001573
1757275169.355063438,-0.001831
1757275169.455828667,-0.001683
1757275169.557567835,-0.003912
1757275169.654496908,-0.001159
1757275169.746975899,0.030985
1757275169.855484247,0.001968
1757275169.954995871,0.001697
1757275170.054433584,0.003025
1757275170.155108690,0.000252
1757275170.254272461,0.003628
1757275170.354363441,-0.000892
1757275170.454762459,-0.002507
1757275170.556976557,0.000215
1757275170.654745817,0.000626
1757275170.747894049,-0.012167
1757275170.847975969,-0.021092
1757275170.954387665,-0.004688
1757275171.054653406,-0.003946
1757275171.151294947,-0.004527
1757275171.251627922,-0.002581
1757275171.354720116,-0.001431
1757275171.447653532,0.104661
1757275171.546090841,0.057796
1757275171.653892517,-0.003102
1757275171.746391058,0.059651
1757275171.848316431,0.053909
1757275171.952205420,0.002453
1757275172.047641039,0.031644
1757275172.156834364,0.001487
1757275172.255133629,0.000340
1757275172.355436325,0.002863
1757275172.455312014,0.002109
1757275172.551216125,0.002522
1757275172.653259516,0.002505
1757275172.754039764,0.004858
1757275172.848923206,0.039618
1757275172.955040216,-0.005911
1757275173.055861950,-0.000293
1757275173.151670933,0.005185
1757275173.253671885,0.002139
1757275173.354769468,0.002247
1757275173.454591513,0.002293
1757275173.556302309,-0.000313
1757275173.656054020,-0.000765
1757275173.754200935,0.000141
1757275173.855486393,0.000762
1757275173.954567909,-0.000486
1757275174.056896448,-0.000134
1757275174.153664351,0.001560
1757275174.255580187,0.000368
1757275174.355587244,0.001757
1757275174.446310282,0.018793
1757275174.551988363,0.003160
1757275174.655263901,0.001176
1757275174.756065130,0.000094
1757275174.854651213,-0.000776
1757275174.947121382,0.020214
1757275175.054764032,0.001642
1757275175.155296326,-0.000364
1757275175.255133152,-0.001370
1757275175.357050180,-0.000077
1757275175.454587698,0.000709
1757275175.549088955,0.001732
1757275175.653929234,0.002050
1757275175.754608154,-0.001092
1757275175.856726646,-0.001270
1757275175.952974796,0.000716
1757275176.053927898,-0.003575
1757275176.153749466,0.000086
1757275176.253557205,-0.001774
1757275176.353887558,-0.004963
1757275176.452401400,-0.001926
1757275176.553729773,-0.005104
1757275176.649110556,-0.006198
1757275176.754466057,-0.005335
1757275176.853381872,-0.003324
1757275176.956470251,-0.001204
1757275177.053845644,-0.000624
1757275177.154237270,-0.001839
1757275177.255721331,-0.001294
1757275177.356838942,-0.000255
1757275177.448281050,-0.002403
1757275177.551256657,-0.002761
1757275177.652549744,-0.001929
1757275177.745268822,0.021374
1757275177.853529930,0.002151
1757275177.954176188,-0.001186
1757275178.054504633,-0.001287
1757275178.152496815,-0.002394
1757275178.252442837,-0.001120
1757275178.352575302,0.001441
1757275178.454005241,-0.003658
1757275178.552321196,-0.005924
1757275178.652266979,-0.003542
1757275178.751313448,-0.003287
1757275178.853440762,-0.000672
1757275178.951305151,-0.006003
1757275179.050390482,-0.002877
1757275179.154514790,-0.004537
1757275179.250823021,0.005533
1757275179.352634668,0.000909
1757275179.453243494,-0.001206
1757275179.548821926,0.009149
1757275179.656465292,0.001396
1757275179.754545212,-0.000684
1757275179.853439331,-0.001545
1757275179.952747583,0.001170
1757275180.055025816,0.001745
1757275180.155390978,0.002481
1757275180.254812717,0.000883
1757275180.351931095,-0.001876
1757275180.451627970,-0.001869
1757275180.546326876,-0.002979
1757275180.657284260,-0.000763
1757275180.755302906,0.000519
1757275180.852747917,-0.004790
1757275180.947260380,0.005480
1757275181.054515123,0.004112
1757275181.144673586,0.013295
1757275181.243631601,0.013179
1757275181.345056295,0.013895
1757275181.454000950,-0.004597
1757275181.552105665,0.001723
1757275181.650575876,0.004285
1757275181.749340534,0.004239
1757275181.847315550,-0.006486
1757275181.947231770,-0.006274
1757275182.048311949,-0.007770
1757275182.147618771,-0.007835
1757275182.250635147,-0.004253
1757275182.321929932,-0.003912
1757275182.447271347,-0.007336
1757275182.551226616,0.003932
1757275182.653115034,-0.005316
1757275182.753847122,0.001150
1757275182.851647139,-0.003705
1757275182.952610254,-0.003892
1757275183.050185680,-0.004116
1757275183.152296305,-0.001497
1757275183.252417326,-0.000964
1757275183.351066828,-0.002246
1757275183.452325583,0.004990
1757275183.552147627,0.004395
1757275183.648191214,0.005532
1757275183.749178648,0.005516
1757275183.850009680,0.005595
1757275183.951560974,0.003149
1757275184.050414801,0.002701
1757275184.150280714,-0.002961
1757275184.250453472,-0.003140
1757275184.350715160,0.003010
1757275184.450002432,0.004081
1757275184.550370932,0.003715
1757275184.652564526,-0.000873
1757275184.751931667,0.000323
1757275184.849160671,0.004452
1757275184.952138901,0.000691
1757275185.052198887,0.000653
1757275185.149020910,0.002241
1757275185.250381231,-0.000949
1757275185.351333618,0.000605
1757275185.450012922,0.003679
1757275185.550436974,0.003665
1757275185.650896788,-0.004518
1757275185.752411604,-0.001125
1757275185.850704670,-0.001014
1757275185.952243805,-0.001255
1757275186.050046444,-0.001900
1757275186.149300575,-0.001723
1757275186.250155926,-0.001925
1757275186.350341082,0.001186
1757275186.450050116,0.000876
1757275186.550491810,0.002302
1757275186.651487350,0.004069
1757275186.752959490,-0.000760
1757275186.842769384,0.020235
1757275186.950860739,-0.002715
1757275187.049575090,-0.002625
1757275187.152467728,-0.000740
1757275187.248336315,-0.004687
1757275187.350013256,-0.002740
1757275187.451055288,-0.001443
1757275187.551427364,0.001198
1757275187.643806934,0.005393
1757275187.749839544,-0.000121
1757275187.849225044,0.000621
1757275187.952977180,0.002467
1757275188.048813105,0.002663
1757275188.148770094,-0.003369
1757275188.248687029,-0.003728
1757275188.348775864,-0.003893
1757275188.447943926,-0.003742
1757275188.550066233,-0.000965
1757275188.651956320,-0.001481
1757275188.747810125,-0.002204
1757275188.852688551,-0.002379
1757275188.948855400,0.002959
1757275189.047359943,0.002804
1757275189.149426460,-0.003692
1757275189.248077869,0.000335
1757275189.350983381,-0.000859
1757275189.451061726,-0.001148
1757275189.549951792,-0.000477
1757275189.650234222,-0.001091
1757275189.745286465,-0.001964
1757275189.851704836,0.001172
1757275189.947887659,0.000270
