ros_time_s,Vel_Des
1757276449.163741589,"2.83,0.67"
1757276449.259473324,"0.67,2.83"
1757276449.365775585,"1.93,1.56"
1757276449.459094763,"2.83,0.67"
1757276449.562468290,"2.83,0.67"
1757276449.669806957,"1.93,1.91"
1757276449.765377760,"1.73,1.93"
1757276449.859467268,"2.83,0.67"
1757276449.958625317,"2.83,0.67"
1757276450.060211658,"2.83,0.67"
1757276450.158673048,"2.83,0.67"
1757276450.258948803,"2.83,0.67"
1757276450.359238386,"0.00,2.00"
1757276450.361940145,"2.83,0.67"
1757276450.458888769,"0.00,2.00"
1757276450.461496115,"2.83,0.67"
1757276450.559767008,"0.00,2.00"
1757276450.562259197,"2.83,0.67"
1757276450.658980608,"0.00,2.00"
1757276450.661504030,"2.83,0.67"
1757276450.759486437,"2.83,0.67"
1757276450.859259367,"2.83,0.67"
1757276450.955024242,"2.83,0.67"
1757276451.059950113,"2.83,0.67"
1757276451.160346031,"2.83,0.67"
1757276451.258798838,"0.00,2.00"
1757276451.261325598,"2.83,0.67"
1757276451.358718395,"0.00,2.00"
1757276451.361235142,"2.83,0.67"
1757276451.460265636,"0.00,2.00"
1757276451.462881088,"2.83,0.67"
1757276451.558314085,"0.00,2.00"
1757276451.560847521,"2.83,0.67"
1757276451.657359838,"0.00,2.00"
1757276451.659882307,"2.83,0.67"
1757276451.758004665,"0.00,2.00"
1757276451.760572672,"2.83,0.67"
1757276451.860369444,"2.83,0.67"
1757276451.960632801,"2.83,0.67"
1757276452.058670759,"2.83,0.67"
1757276452.159767866,"2.83,0.67"
1757276452.259424210,"2.83,0.67"
1757276452.359176636,"2.83,0.67"
1757276452.459924459,"0.00,2.00"
1757276452.462456942,"2.83,0.67"
1757276452.559831381,"0.00,2.00"
1757276452.562426567,"2.83,0.67"
1757276452.659811258,"0.00,2.00"
1757276452.662325621,"2.83,0.67"
1757276452.759759188,"2.83,0.67"
1757276452.859097242,"2.83,0.67"
1757276452.959716082,"0.00,2.00"
1757276452.962226629,"2.83,0.67"
1757276453.060046196,"2.83,0.67"
1757276453.160961866,"2.83,0.67"
1757276453.259305716,"2.83,0.67"
1757276453.359954119,"0.00,2.00"
1757276453.362463236,"2.83,0.67"
1757276453.458118677,"0.00,2.00"
1757276453.460754156,"2.83,0.67"
1757276453.558121443,"0.00,2.00"
1757276453.560632229,"2.83,0.67"
1757276453.658507347,"2.83,0.67"
1757276453.757833481,"0.00,2.00"
1757276453.760331869,"2.83,0.67"
1757276453.861286163,"0.00,2.00"
1757276453.863949299,"2.83,0.67"
1757276453.956155300,"2.83,0.67"
1757276454.058932066,"2.83,0.67"
1757276454.158415079,"2.83,0.67"
1757276454.257963657,"0.00,2.00"
1757276454.260566711,"2.83,0.67"
1757276454.360259533,"2.83,0.67"
1757276454.461038113,"2.83,0.67"
1757276454.559411764,"0.67,2.83"
1757276454.660999537,"0.67,2.83"
1757276454.758778811,"0.67,2.83"
1757276454.861077547,"0.67,2.83"
1757276454.960119724,"0.67,2.83"
1757276455.061453581,"2.83,0.67"
1757276455.158630848,"0.67,2.83"
1757276455.260681152,"0.67,2.83"
1757276455.360057354,"0.67,2.83"
1757276455.459562063,"0.67,2.83"
1757276455.559766293,"0.67,2.83"
1757276455.658929825,"0.67,2.83"
1757276455.762727022,"0.67,2.83"
1757276455.860897303,"0.67,2.83"
1757276455.954800129,"0.67,2.83"
1757276456.059386730,"0.67,2.83"
1757276456.158977509,"0.67,2.83"
1757276456.260651827,"0.67,2.83"
1757276456.359148264,"0.67,2.83"
1757276456.458542585,"0.67,2.83"
1757276456.559305191,"0.67,2.83"
1757276456.659703016,"0.67,2.83"
1757276456.760582447,"0.67,2.83"
1757276456.859236002,"0.67,2.83"
1757276456.961934566,"0.67,2.83"
1757276457.058693409,"0.67,2.83"
1757276457.159729242,"0.67,2.83"
1757276457.261105299,"0.67,2.83"
1757276457.359322786,"0.67,2.83"
1757276457.460998297,"0.67,2.83"
1757276457.556976557,"0.67,2.83"
1757276457.658893824,"0.67,2.83"
1757276457.758026838,"0.67,2.83"
1757276457.858517647,"0.67,2.83"
1757276457.959934235,"0.67,2.83"
1757276458.059801579,"0.67,2.83"
1757276458.159519434,"0.67,2.83"
1757276458.260620117,"0.67,2.83"
1757276458.359472990,"0.67,2.83"
1757276458.460693598,"0.67,2.83"
1757276458.559946060,"0.67,2.83"
1757276458.660758972,"0.67,2.83"
1757276458.756797075,"0.67,2.83"
1757276458.858968735,"0.67,2.83"
1757276458.962091684,"0.67,2.83"
1757276459.056800365,"0.67,2.83"
1757276459.159585476,"0.67,2.83"
1757276459.257787943,"0.67,2.83"
1757276459.358667850,"0.67,2.83"
1757276459.457532883,"0.67,2.83"
1757276459.559280634,"0.67,2.83"
1757276459.662540913,"0.67,2.83"
1757276459.758406162,"0.67,2.83"
1757276459.860000849,"0.67,2.83"
1757276459.959737778,"0.67,2.83"
1757276460.059184074,"0.67,2.83"
1757276460.159907103,"0.67,2.83"
1757276460.259297609,"0.67,2.83"
1757276460.357970715,"0.67,2.83"
1757276460.458845854,"0.67,2.83"
1757276460.557195663,"2.00,0.00"
1757276460.658817530,"2.00,0.00"
1757276460.756590605,"2.00,0.00"
1757276460.859718800,"2.00,0.00"
1757276460.956736565,"0.67,2.83"
1757276461.058280468,"0.67,2.83"
1757276461.157976389,"0.67,2.83"
1757276461.257097006,"0.67,2.83"
1757276461.357695818,"0.67,2.83"
1757276461.457255840,"2.00,0.00"
1757276461.557495832,"2.00,0.00"
1757276461.657063723,"2.00,0.00"
1757276461.756383419,"2.00,0.00"
1757276461.856028557,"0.67,2.83"
1757276461.958657742,"0.67,2.83"
1757276462.059438229,"0.67,2.83"
1757276462.157227278,"0.67,2.83"
1757276462.256803513,"0.67,2.83"
1757276462.356808186,"0.67,2.83"
1757276462.459335566,"2.00,0.00"
1757276462.560082912,"0.67,2.83"
1757276462.659194708,"0.67,2.83"
1757276462.758065462,"2.00,0.00"
1757276462.858014345,"0.67,2.83"
1757276462.958003759,"2.00,0.00"
1757276463.061110497,"2.00,0.00"
1757276463.157125711,"2.00,0.00"
1757276463.258424044,"0.67,2.83"
1757276463.358848810,"0.67,2.83"
1757276463.459154367,"0.67,2.83"
1757276463.555870771,"0.67,2.83"
1757276463.656979799,"2.00,0.00"
1757276463.760057926,"2.00,0.00"
1757276463.858063221,"2.00,0.00"
1757276463.958917379,"0.67,2.83"
1757276464.057103395,"0.67,2.83"
1757276464.160474777,"0.68,1.99"
1757276464.259484529,"0.67,2.83"
1757276464.357167959,"2.00,0.00"
1757276464.458985567,"2.00,0.00"
1757276464.550817728,"2.00,0.00"
1757276464.657863617,"2.00,0.00"
1757276464.758495092,"0.67,2.83"
1757276464.855274439,"0.67,2.83"
1757276464.959187269,"0.67,2.83"
1757276465.058676958,"0.67,2.83"
1757276465.154554844,"0.67,2.83"
1757276465.256907701,"2.00,0.00"
1757276465.353582144,"2.00,0.00"
1757276465.458087444,"0.67,2.83"
1757276465.556220770,"0.67,2.83"
1757276465.654541254,"0.67,2.83"
1757276465.753536701,"2.00,0.00"
1757276465.860165119,"2.00,0.00"
1757276465.954946518,"2.00,0.00"
1757276466.061020613,"0.67,2.83"
1757276466.156050682,"0.67,2.83"
1757276466.255352974,"0.67,2.83"
1757276466.355120897,"0.67,2.83"
1757276466.454020500,"0.67,2.83"
1757276466.553270817,"2.00,0.00"
1757276466.653077602,"2.00,0.00"
1757276466.759639978,"2.00,0.00"
1757276466.857020378,"0.67,2.83"
1757276466.956463814,"0.67,2.83"
1757276467.056283236,"0.67,2.83"
1757276467.152243137,"0.67,2.83"
1757276467.255941629,"2.00,0.00"
1757276467.354021311,"2.00,0.00"
1757276467.455081463,"2.00,0.00"
1757276467.555035353,"0.67,2.83"
1757276467.653106928,"0.67,2.83"
1757276467.753573418,"0.67,2.83"
1757276467.854569435,"2.83,0.67"
1757276467.951173544,"0.67,2.83"
1757276468.054348469,"0.67,2.83"
1757276468.152980804,"0.67,2.83"
1757276468.255838871,"2.00,0.00"
1757276468.355044842,"2.00,0.00"
1757276468.455198526,"2.00,0.00"
1757276468.554270983,"2.83,0.67"
1757276468.654415131,"0.67,2.83"
1757276468.759222507,"0.67,2.55"
1757276468.855149746,"0.67,2.83"
1757276468.953371286,"0.67,2.83"
1757276469.052712679,"0.67,2.83"
1757276469.154269695,"2.00,0.00"
1757276469.257707357,"2.00,0.00"
1757276469.353569984,"0.67,2.83"
1757276469.455514669,"0.68,2.14"
1757276469.554220438,"2.83,0.67"
1757276469.654400587,"2.00,0.00"
1757276469.753215075,"0.67,2.83"
1757276469.855303049,"0.67,2.83"
1757276469.955280066,"2.83,0.67"
1757276470.055839300,"0.67,2.83"
1757276470.154510260,"0.67,2.83"
1757276470.257708788,"0.67,2.83"
1757276470.355226994,"2.00,0.00"
1757276470.454166412,"2.00,0.00"
1757276470.553276300,"0.67,2.83"
1757276470.656377792,"0.67,2.83"
1757276470.755018711,"0.67,2.83"
1757276470.854349375,"2.83,0.67"
1757276470.955474377,"2.00,0.00"
1757276471.054964066,"0.67,2.83"
1757276471.160731554,"0.68,2.00"
1757276471.254489899,"2.83,0.67"
1757276471.355994463,"2.00,0.00"
1757276471.463392973,"1.62,1.93"
1757276471.556140661,"0.67,2.83"
1757276471.658358335,"0.68,2.12"
1757276471.754709721,"2.83,0.67"
1757276471.856230974,"0.67,2.83"
1757276471.956172705,"0.67,2.83"
1757276472.062158346,"1.35,1.93"
1757276472.157328606,"0.67,2.83"
1757276472.256059885,"2.83,0.67"
1757276472.357094049,"0.67,2.83"
1757276472.460286617,"2.83,0.67"
1757276472.563516617,"2.00,0.00"
1757276472.657293320,"0.67,2.83"
1757276472.762112856,"1.92,1.68"
1757276472.864240170,"1.93,0.96"
1757276472.958383799,"0.69,2.06"
1757276473.056305647,"2.00,0.00"
1757276473.155530453,"2.00,0.00"
1757276473.267385244,"1.93,1.90"
1757276473.359429359,"0.67,1.97"
1757276473.456522226,"0.67,2.83"
1757276473.557479858,"2.83,0.67"
1757276473.656641960,"0.67,2.83"
1757276473.766228676,"1.35,1.93"
1757276473.859704733,"0.68,2.14"
1757276473.960942268,"2.15,0.68"
1757276474.059066534,"0.67,2.83"
1757276474.156485796,"0.67,2.83"
1757276474.259489775,"0.67,2.83"
1757276474.361269951,"2.35,0.67"
1757276474.458503246,"0.67,2.83"
1757276474.562089920,"2.24,0.67"
1757276474.664615631,"1.35,1.93"
