ros_time_s,omega_2
1758473342.296554804,0.000000
1758473342.346430063,0.000000
1758473342.396548510,0.000000
1758473342.446527243,0.000000
1758473342.497133970,0.000000
1758473342.546989918,0.000000
1758473342.596911907,0.000000
1758473342.646867037,0.000000
1758473342.696324348,0.000000
1758473342.747279644,0.000000
1758473342.797971725,0.000000
1758473342.848235607,0.000000
1758473342.898931503,0.000000
1758473342.950116634,0.000000
1758473343.000980377,0.000000
1758473343.050422192,0.000000
1758473343.100042582,0.000000
1758473343.150377989,0.000000
1758473343.200025320,0.000000
1758473343.250575066,0.000000
1758473343.300370932,0.000000
1758473343.350624561,0.000000
1758473343.400167942,0.000000
1758473343.450497627,0.000000
1758473343.498115063,0.000000
1758473343.548031807,0.000000
1758473343.598794460,0.000000
1758473343.648808241,0.000000
1758473343.698482037,0.000000
1758473343.748322964,0.000000
1758473343.798942804,0.000000
1758473343.848237276,0.000000
1758473343.898776531,0.000000
1758473343.948669434,0.000000
1758473343.998273373,0.000000
1758473344.048229456,0.000000
1758473344.098821402,0.000000
1758473344.148740530,0.000000
1758473344.198323250,0.000000
1758473344.249200583,0.000000
1758473344.299732924,0.000000
1758473344.349688053,0.000000
1758473344.399521828,0.000000
1758473344.449394464,0.000000
1758473344.500262976,0.000000
1758473344.549431801,0.000000
1758473344.599325657,0.000000
1758473344.649961948,0.000000
1758473344.699552298,0.000000
1758473344.749547243,0.000000
1758473344.799170494,0.000000
1758473344.849425077,0.000000
1758473344.899601698,0.000000
1758473344.949769497,0.000000
1758473344.999709845,0.000000
1758473345.049414396,0.000000
1758473345.100008488,0.000000
1758473345.149708986,0.000000
1758473345.199350834,0.000000
1758473345.249883413,0.000000
1758473345.299627542,0.000000
1758473345.350030661,0.000000
1758473345.399362803,0.000000
1758473345.450497389,0.000000
1758473345.500987291,0.000000
1758473345.550011635,0.000000
1758473345.600768328,0.000000
1758473345.650368929,0.000000
1758473345.700784683,0.000000
1758473345.750492811,0.000000
1758473345.800369740,0.000000
1758473345.851558208,0.000000
1758473345.900928259,0.000000
1758473345.950938702,0.000000
1758473346.001253843,0.000000
1758473346.050921440,0.000000
1758473346.101589441,0.000000
1758473346.151152849,0.000000
1758473346.201963663,0.000000
1758473346.251786470,0.000000
1758473346.301473379,0.000000
1758473346.351433992,0.000000
1758473346.400973797,0.000000
1758473346.451885939,0.000000
1758473346.502631664,0.000000
1758473346.551651001,0.000000
1758473346.601252556,0.000000
1758473346.651665688,0.000000
1758473346.701480627,0.000000
1758473346.751274824,0.000000
1758473346.801835775,0.000000
1758473346.852705717,0.000000
1758473346.902566433,0.000000
1758473346.952165127,0.000000
1758473347.002547503,0.000000
1758473347.052583456,0.000000
1758473347.102348566,0.000000
1758473347.151893616,0.000000
1758473347.202561617,0.000000
1758473347.252469063,0.000000
1758473347.302238941,0.000000
1758473347.352139473,0.000000
1758473347.402639151,0.000000
1758473347.452453613,0.000000
1758473347.502696037,0.000000
1758473347.552743912,0.000000
1758473347.602411747,0.000000
1758473347.653588533,0.000000
1758473347.703527689,0.000000
1758473347.753360033,0.000000
1758473347.804874659,0.000000
1758473347.853612661,0.000000
1758473347.903787613,0.000000
1758473347.953428030,0.000000
1758473348.002880573,0.000000
1758473348.052738667,0.000000
1758473348.103118420,0.000000
1758473348.152951479,0.000000
1758473348.203336239,0.000000
1758473348.253319025,0.000000
1758473348.303133011,0.000000
1758473348.353633642,0.000000
1758473348.406776667,0.040000
1758473348.453909159,0.015000
1758473348.507029057,-0.048000
1758473348.554640532,-0.034000
1758473348.608035564,-0.026000
1758473348.655039310,-0.034000
1758473348.708505154,-0.038000
1758473348.754398823,-0.021000
1758473348.805037975,-0.038000
1758473348.855717182,-0.041000
1758473348.906743526,0.039000
1758473348.956172228,-0.039000
1758473349.007293940,0.039000
1758473349.054823875,-0.038000
1758473349.107551813,-0.038000
1758473349.155369520,0.033000
1758473349.205332518,-0.041000
1758473349.254808426,-0.038000
1758473349.307267904,0.037000
1758473349.356127024,-0.039000
1758473349.408940315,-0.048000
1758473349.455600500,-0.058000
1758473349.507722378,0.047000
1758473349.556020737,-0.032000
1758473349.608770847,0.048000
1758473349.655942202,-0.048000
1758473349.708481312,-0.024000
1758473349.755629778,0.008000
1758473349.809257269,-0.000000
1758473349.855690241,-0.000000
1758473349.909564734,0.061000
1758473349.956298351,-0.014000
1758473350.008093834,-0.009000
1758473350.058609962,0.004000
1758473350.108929873,0.017000
1758473350.156129360,0.029000
1758473350.209954500,0.045000
1758473350.256132126,0.023000
1758473350.308906794,0.063000
1758473350.355860710,0.033000
1758473350.409895420,-0.002000
1758473350.456789255,0.001000
1758473350.509286404,0.068000
1758473350.555969000,-0.002000
1758473350.610497236,0.061000
1758473350.657156706,-0.049000
1758473350.709331989,-0.039000
1758473350.756478310,-0.048000
1758473350.809561253,0.041000
1758473350.857595921,-0.037000
1758473350.910256147,0.038000
1758473350.958489418,-0.038000
1758473351.009720802,-0.048000
1758473351.056839943,-0.038000
1758473351.109931469,-0.038000
1758473351.157204390,0.038000
1758473351.209962130,0.038000
1758473351.257659912,-0.038000
1758473351.310495377,0.039000
1758473351.357851505,-0.047000
1758473351.410648346,-0.041000
1758473351.458174229,-0.017000
1758473351.508670092,0.034000
1758473351.557235718,0.042000
1758473351.610697746,-0.034000
1758473351.658404350,-0.037000
1758473351.710453749,0.034000
1758473351.758160830,-0.034000
1758473351.810042858,0.033000
1758473351.858258247,-0.032000
1758473351.911705494,-0.017000
1758473351.958521128,-0.019000
1758473352.010736227,0.050000
1758473352.058137178,-0.047000
1758473352.110933781,-0.041000
1758473352.158993244,0.033000
1758473352.211388588,-0.034000
1758473352.258437634,-0.034000
1758473352.311303139,0.022000
1758473352.358105421,0.048000
1758473352.411390305,-0.050000
1758473352.457987070,-0.019000
1758473352.510597229,0.035000
1758473352.558398008,-0.033000
1758473352.610859156,0.042000
1758473352.658712626,0.037000
1758473352.711311579,-0.049000
1758473352.758440256,0.022000
1758473352.810917377,0.034000
1758473352.858616590,0.017000
1758473352.911581039,-0.050000
1758473352.958269596,-0.045000
1758473353.011741877,-0.045000
1758473353.059310913,-0.049000
1758473353.112644911,0.035000
1758473353.159432411,-0.046000
1758473353.211979151,-0.028000
1758473353.259268522,-0.028000
1758473353.312150240,-0.028000
1758473353.359300137,-0.028000
1758473353.412164450,-0.044000
1758473353.459431410,-0.046000
1758473353.512337685,0.015000
1758473353.559006691,-0.046000
1758473353.612483740,-0.013000
1758473353.659901381,0.046000
1758473353.713747740,0.028000
1758473353.760564327,-0.024000
1758473353.813031435,-0.045000
1758473353.860062122,-0.049000
1758473353.913898945,-0.045000
1758473353.959877968,-0.019000
1758473354.013020754,0.035000
1758473354.060380697,0.049000
1758473354.113022566,-0.040000
1758473354.161082506,-0.050000
1758473354.212779760,-0.049000
1758473354.259983063,-0.045000
1758473354.313781500,-0.045000
1758473354.360963345,-0.046000
1758473354.415275097,0.046000
1758473354.461296320,0.024000
1758473354.514844179,0.024000
1758473354.560727119,0.019000
1758473354.613572836,-0.024000
1758473354.660746813,-0.049000
1758473354.713339806,0.026000
1758473354.760533571,-0.050000
1758473354.814248562,0.050000
1758473354.861009359,0.050000
1758473354.913973570,0.027000
1758473354.961341381,-0.050000
1758473355.014649153,-0.032000
1758473355.061288595,-0.049000
1758473355.114480019,-0.045000
1758473355.161369801,0.032000
1758473355.214855194,0.049000
1758473355.262097359,0.049000
1758473355.315532207,-0.018000
1758473355.362260342,-0.013000
1758473355.415726423,0.025000
1758473355.462958813,0.026000
1758473355.513507843,0.046000
1758473355.561922073,0.045000
1758473355.615001440,0.045000
1758473355.661542892,0.019000
1758473355.715751648,-0.050000
1758473355.761722088,0.047000
1758473355.815086365,-0.032000
1758473355.862309933,0.034000
1758473355.916559458,-0.024000
1758473355.963151693,0.033000
1758473356.016356945,0.034000
1758473356.062585354,0.050000
1758473356.116824627,-0.022000
1758473356.162900925,-0.024000
1758473356.216374636,-0.018000
1758473356.262825966,0.046000
1758473356.316144943,0.044000
1758473356.362661362,-0.013000
1758473356.415960073,-0.024000
1758473356.463622332,-0.051000
1758473356.517566919,-0.025000
1758473356.563505888,0.046000
1758473356.616766453,-0.046000
1758473356.664031506,0.025000
1758473356.717361689,0.034000
1758473356.763704300,-0.024000
1758473356.816910028,-0.026000
1758473356.864001751,0.033000
1758473356.916532516,0.017000
1758473356.963430643,-0.022000
1758473357.016589642,0.050000
1758473357.063977718,-0.047000
1758473357.117026329,0.018000
1758473357.165005684,0.042000
1758473357.215915680,0.033000
1758473357.264142752,-0.039000
1758473357.317457676,-0.033000
1758473357.363985300,0.039000
1758473357.417116404,-0.038000
1758473357.465982437,-0.038000
1758473357.517482042,0.038000
1758473357.565205812,0.033000
1758473357.617533207,0.033000
1758473357.666424751,-0.037000
1758473357.717473030,0.049000
1758473357.764514208,0.045000
1758473357.817915678,0.028000
1758473357.865518332,-0.024000
1758473357.917576551,0.024000
1758473357.965059519,-0.024000
1758473358.016596317,-0.046000
1758473358.064578772,-0.025000
1758473358.118099451,-0.013000
1758473358.166213036,0.052000
1758473358.217978716,0.024000
1758473358.265586376,-0.052000
1758473358.318886757,-0.024000
1758473358.367777109,0.052000
1758473358.419150114,0.034000
1758473358.465887070,-0.026000
1758473358.518513203,0.026000
1758473358.566333532,0.049000
1758473358.619509459,-0.046000
1758473358.668538809,0.041000
