ros_time_s,Vel_Des
1758473409.567747355,"2.83,0.67"
1758473409.670350790,"2.83,0.67"
1758473409.767904997,"2.83,0.67"
1758473409.867529869,"2.83,0.67"
1758473409.967717886,"2.83,0.67"
1758473410.068945885,"2.83,0.67"
1758473410.168140173,"2.83,0.67"
1758473410.269203424,"2.83,0.67"
1758473410.367585897,"2.83,0.67"
1758473410.468831778,"2.83,0.67"
1758473410.567335606,"2.83,0.67"
1758473410.669966698,"2.83,0.67"
1758473410.766320705,"2.83,0.67"
1758473410.868662119,"2.83,0.67"
1758473410.969346285,"2.83,0.67"
1758473411.068545580,"2.83,0.67"
1758473411.266897917,"2.83,0.67"
1758473411.371158361,"2.83,0.67"
1758473411.467652559,"2.83,0.67"
1758473411.569431305,"2.83,0.67"
1758473411.669934750,"2.83,0.67"
1758473411.768415928,"2.83,0.67"
1758473411.867832661,"2.83,0.67"
1758473411.969236135,"2.83,0.67"
1758473412.067540169,"2.83,0.67"
1758473412.367783308,"2.83,0.67"
1758473412.470143795,"2.83,0.67"
1758473412.569488049,"2.83,0.67"
1758473412.669098854,"2.83,0.67"
1758473412.769014359,"2.83,0.67"
1758473412.866993904,"2.83,0.67"
1758473412.968207836,"2.83,0.67"
1758473413.069782019,"2.83,0.67"
1758473413.167965651,"2.83,0.67"
1758473413.267548561,"2.83,0.67"
1758473413.369391441,"2.83,0.67"
1758473413.466693878,"2.83,0.67"
1758473413.569775581,"2.83,0.67"
1758473413.669095278,"2.83,0.67"
1758473413.773847103,"2.83,0.67"
1758473413.870396376,"2.83,0.67"
1758473413.968967915,"2.83,0.67"
1758473414.067850351,"2.83,0.67"
1758473414.171232224,"2.83,0.67"
1758473414.270597219,"2.83,0.67"
1758473414.369290352,"2.83,0.67"
1758473414.470265627,"2.83,0.67"
1758473414.569571018,"2.83,0.67"
1758473414.671904325,"0.67,2.83"
1758473414.769721031,"2.83,0.67"
1758473414.870297909,"0.67,2.83"
1758473414.969697952,"2.83,0.67"
1758473415.068797588,"0.67,2.83"
1758473415.168267250,"2.83,0.67"
1758473415.268958092,"0.67,2.83"
1758473415.371011734,"0.67,2.83"
1758473415.470513344,"2.83,0.67"
1758473415.569715261,"2.83,0.67"
1758473415.670601130,"2.83,0.67"
1758473415.772991896,"2.83,0.67"
1758473415.870650291,"2.83,0.67"
1758473415.972091913,"2.83,0.67"
1758473416.071354389,"2.83,0.67"
1758473416.175515890,"2.48,0.67"
1758473416.271170139,"0.67,2.83"
1758473416.373915911,"0.68,2.02"
1758473416.472210646,"0.67,2.83"
1758473416.570893764,"2.83,0.67"
1758473416.672829628,"2.83,0.67"
1758473416.770493507,"2.83,0.67"
1758473416.870562553,"2.83,0.67"
1758473416.970610857,"2.83,0.67"
1758473417.068166733,"2.83,0.67"
1758473417.171989441,"2.83,0.67"
1758473417.273210764,"2.83,0.67"
1758473417.370213747,"2.83,0.67"
1758473417.471775293,"2.83,0.67"
1758473417.569888592,"2.83,0.67"
1758473417.671632528,"2.83,0.67"
1758473417.770787954,"2.83,0.67"
1758473417.871774912,"2.83,0.67"
1758473417.971464872,"2.83,0.67"
1758473418.069566965,"2.83,0.67"
1758473418.173999071,"2.83,0.67"
1758473418.272591114,"2.83,0.67"
1758473418.370906115,"2.83,0.67"
1758473418.472130299,"2.83,0.67"
1758473418.572313070,"2.83,0.67"
1758473418.671658754,"2.83,0.67"
1758473418.770037651,"2.83,0.67"
1758473418.870218277,"2.83,0.67"
1758473418.971492052,"2.83,0.67"
1758473419.070867777,"2.83,0.67"
1758473419.170947790,"2.83,0.67"
1758473419.270652771,"2.83,0.67"
1758473419.370297670,"2.83,0.67"
1758473419.470904827,"2.83,0.67"
